tconst,title,original_title,year,genre,duration,country,language,director,writer,description,avg_vote,votes,imageurls
tt0021928,The Great Meadow,The Great Meadow,1931,"Drama, Western",75,USA,English,Charles Brabin,"Charles Brabin, Edith Ellis","Berk leaves Diony and their baby to hunt down his mother's murderer and is believed to be dead. Evan provides for them & marries Diony. Berk returns and challenges Evan to a fight but Diony will not be fought over ""as if I'm not human"".",6.2,118,"https://m.media-amazon.com/images/M/MV5BNjQ1ZGYxNDMtNTk2Ni00MTkxLWI2MDQtNjY1Njc0Njg0OWQ3XkEyXkFqcGdeQXVyMjU4NzU2OTA@._V1_UY268_CR77,0,182,268_AL_.jpg"
tt0021931,The Guardsman,The Guardsman,1931,"Comedy, Drama",82,USA,English,Sidney Franklin,"Ferenc Molnár, Ernest Vajda","A Vienna based acting couple make magic when they perform together on stage. Unknown to the theater going public and despite being married for only six months, that magic seems no longer to...",6.5,456,"https://m.media-amazon.com/images/M/MV5BODMxMTAwZjQtZjJjNi00ODkyLTlmYjgtZmE3NWEyZjk3ZGRkXkEyXkFqcGdeQXVyMTYzMTY1MjQ@._V1_UY268_CR1,0,182,268_AL_.jpg"
tt0021932,The Guilty Generation,The Guilty Generation,1931,"Crime, Drama, Romance",82,USA,"English, Italian",Rowland V. Lee,"Jo Milward, J. Kirby Hawks","A Romeo and Juliet love story between the son of a brutal Italian bootlegger and the daughter of his bitter ex-partner, who is engaged in a blood feud with his one-time friend.",6.7,237,"https://m.media-amazon.com/images/M/MV5BYzY5MGJhOTgtYmVhNS00MWRjLTk5NmUtNjQxOTdjYTBjYWU3XkEyXkFqcGdeQXVyMTk2MzI2Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0021973,The Hot Heiress,The Hot Heiress,1931,"Comedy, Musical, Romance",79,USA,"English, French",Clarence G. Badger,Herbert Fields,"He is one of the best riveters in the union, but he is still a day laborer. She comes from money, but when they saw each other, it was love at first sight. They date, they dance, they fall ...",5.8,143,"https://m.media-amazon.com/images/M/MV5BMzQyYjBmZmEtODJmNy00YmYyLTk3MGUtZDY0MWJmMjUzMzg5XkEyXkFqcGdeQXVyMTcyODY2NDQ@._V1_UY268_CR78,0,182,268_AL_.jpg"
tt0022046,The Lady Refuses,The Lady Refuses,1931,"Drama, Romance",72,USA,English,George Archainbaud,"Robert Milton, Guy Bolton",Father hires a woman to lure his son away from a gold digger.,6,258,"https://m.media-amazon.com/images/M/MV5BOTQ0OTg5NzEyM15BMl5BanBnXkFtZTgwNjM3Njk1MDE@._V1_UY268_CR9,0,182,268_AL_.jpg"
tt0022054,The Last Flight,The Last Flight,1931,Drama,76,USA,"English, French",William Dieterle,"John Monk Saunders, John Monk Saunders",World War 1 veterans roam Paris drinking and admiring a woman they recently met.,6.8,1212,"https://m.media-amazon.com/images/M/MV5BYmE5NGQ2MTYtZWQwOS00ZDJlLWI1N2QtY2NiNTAyZDQyOTEzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0022103,The Mad Genius,The Mad Genius,1931,"Drama, Horror, Romance",81,USA,English,Michael Curtiz,"Martin Brown, J. Grubb Alexander",A crippled man finds a boy and vows to make him a great dancer.,6.4,554,"https://m.media-amazon.com/images/M/MV5BYzdhNDFlZjQtYzAxMS00NWM0LTkwNWYtN2YwOGFkZTc0MTkxXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0022111,Il falcone maltese,The Maltese Falcon,1931,"Crime, Drama, Film-Noir",80,USA,"English, Chinese",Roy Del Ruth,"Dashiell Hammett, Maude Fulton","A lovely dame with dangerous lies employs the services of a private detective, who is quickly caught up in the mystery and intrigue of a statuette known as the Maltese Falcon.",6.9,2692,"https://m.media-amazon.com/images/M/MV5BY2U3ODNkMTAtOGQ3MS00NTU0LWJiZTQtNzMxZDM3NmFmYjhkXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UY268_CR10,0,182,268_AL_.jpg"
tt0022117,The Man in Possession,The Man in Possession,1931,Comedy,84,USA,English,Sam Wood,"H.M. Harwood, Sarah Y. Mason",A charming bailiff's assistant poses as a young woman's butler until she can pay her debts.,6.9,271,"https://m.media-amazon.com/images/M/MV5BMWQ3Njc3ZmMtZDgxZi00YjBkLTk2NjMtYTFiZTllZjIzYjBjXkEyXkFqcGdeQXVyNDY3MzU2MDM@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0022151,The Millionaire,The Millionaire,1931,"Drama, Comedy",80,USA,English,John G. Adolfi,"Earl Derr Biggers, Booth Tarkington","A millionaire automaker retires upon the advice of his doctor, but becomes so bored he buys half interest in a gas station and works it on the sly.",7,430,"https://m.media-amazon.com/images/M/MV5BN2Y2NTc5YzUtOWYxNi00MzE2LTkxMWUtY2Y0YTA3ZTMyMTlhXkEyXkFqcGdeQXVyNjA5MTAzODY@._V1_UY268_CR11,0,182,268_AL_.jpg"
tt0022153,La donna del miracolo,The Miracle Woman,1931,"Drama, Romance",90,USA,English,Frank Capra,"Jo Swerling, John Meehan","After an unappreciated minister dies, his daughter loses her faith in God, prompting her to open a phony temple with a con man. Can the love of a blind aviator restore her faith and happiness?",7.2,1808,"https://m.media-amazon.com/images/M/MV5BODkyMjg0OTUxOV5BMl5BanBnXkFtZTgwODA1MTkwMzE@._V1_UY268_CR4,0,182,268_AL_.jpg"
tt0022243,The Painted Desert,The Painted Desert,1931,Western,79,USA,English,"Howard Higgin, Tom Buckingham","Tom Buckingham, Howard Higgin",Two men find an abandoned baby and fight over the ownership of the child resulting in lifelong rivalry.,5.1,596,"https://m.media-amazon.com/images/M/MV5BMDVmNmE1MWUtZjk4MC00MDA1LWFjM2UtMjhmY2ZhMWQyNjdjXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0022265,The Phantom,The Phantom,1931,"Horror, Thriller",62,USA,English,Alan James,"Alan James, Alan James",A group of people are stalked by a masked killer in an old mansion.,4.4,273,"https://m.media-amazon.com/images/M/MV5BMmQwNzlmNTUtZjJlYS00NjAxLTg4MTMtYTc4NTA1YTZjMDFlXkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0022264,Il fantasma di Parigi,The Phantom of Paris,1931,"Drama, Thriller",74,USA,English,John S. Robertson,"Gaston Leroux, Edwin Justus Mayer","Cheri-Bibi is an escape artist wrongly imprisoned for murdering the wealthy father of his admirer Cecile. The real murderer is Cecile's fiancé, so how will Bibi escape his death sentence and win back Cecile?",6.5,1264,"https://m.media-amazon.com/images/M/MV5BNTc4ZTM5MGQtMjFkOS00MDNkLThhMmMtYzIwYjBiMTIzYTRiXkEyXkFqcGdeQXVyNDY3MzU2MDM@._V1_UY268_CR3,0,182,268_AL_.jpg"
tt0022285,L'elegante giustiziere,The Public Defender,1931,"Crime, Drama, Mystery",69,USA,English,J. Walter Ruben,"George Goodchild, Bernard Schubert","Rich playboy Pike Winslow dons the mantle of 'The Reckoner', a mysterious avenger, when he learns that his lady friend Barbara Gerry's father has been framed in a bank embezzlement scandal....",6.5,191,"https://m.media-amazon.com/images/M/MV5BODk3YzQzODMtNWRkZi00ODJlLTk1OWYtNzllNmJkNzlmZDU5XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0022286,Nemico pubblico,The Public Enemy,1931,"Crime, Drama",83,USA,English,William A. Wellman,"Kubec Glasmon, John Bright","A young hoodlum rises up through the ranks of the Chicago underworld, even as a gangster's accidental death threatens to spark a bloody mob war.",7.7,17299,"https://m.media-amazon.com/images/M/MV5BYjMzMDU3NmEtYjA0Zi00MzQ1LWIwMzEtMzVhZjY0MTI4NjcxXkEyXkFqcGdeQXVyNTcwNjUwNzk@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0022293,The Range Feud,The Range Feud,1931,"Action, Mystery, Romance",64,USA,English,D. Ross Lederman,"Milton Krims, Milton Krims","Clint Turner is arrested for the murder of his girlfriend Judy's father, a rival rancher who was an enemy of his own father.",5.9,317,"https://m.media-amazon.com/images/M/MV5BZjFkYWU4ZmItMmZhNS00MjgzLTkxNGItMDI5Y2JjZmI3OTc0XkEyXkFqcGdeQXVyMDMxMjQwMw@@._V1_UY268_CR79,0,182,268_AL_.jpg"
tt0022297,The Reckless Hour,The Reckless Hour,1931,"Drama, Romance",71,USA,English,John Francis Dillon,"Arthur Richman, Florence Ryerson","In New York City, a young model is swept off her feet by a debonair, handsome young man. Unfortunately for her, he didn't want to get married but had been stringing her along. When she ...",6.2,189,"https://m.media-amazon.com/images/M/MV5BMGJmNDQ0MjAtN2YzMy00NWUwLTg1OTUtNzY4NDEyNjQ4NTM4XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0022317,The Right of Way,The Right of Way,1931,"Drama, Romance",68,USA,English,Frank Lloyd,"Gilbert Parker, Francis Edward Faragoh",Snobbish attorney Charles 'Beauty' Steele loses his wife due to his drinking and his heirs at the same time that his brother-in-law absconds with funds belonging to one of Steele's clients....,4.6,146,"https://m.media-amazon.com/images/M/MV5BOWI1N2VkNWItZjgyYy00YWEyLWE3NzAtNzY5MTA1ZDFjOGFlXkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_UY268_CR20,0,182,268_AL_.jpg"
tt0022321,The Road to Singapore,The Road to Singapore,1931,"Drama, Romance",69,USA,English,Alfred E. Green,"Denise Robins, Roland Pertwee","Gossip, snobbery, mistrust, divorce and a mail-order engagement dominate the lives of the British upper class living in the plantation colonies of Southeast Asia.",6.5,234,"https://m.media-amazon.com/images/M/MV5BMDZiNzdlMWYtYmE4MS00YTZkLWJhZDctMGEyNjJiNmNhODQxXkEyXkFqcGdeQXVyNzA4ODc3ODU@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0022326,The Royal Bed,The Royal Bed,1931,Comedy,75,USA,English,Lowell Sherman,"J. Walter Ruben, Robert E. Sherwood","The hapless king of a small European nation must put up with a domineering queen, a daughter who wants to elope with her boyfriend, a peasant revolt and a scheming son who wants to be king ...",5.9,150,"https://m.media-amazon.com/images/M/MV5BMTcyOTE3MzEwNF5BMl5BanBnXkFtZTcwNzk1MjYyMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg"
tt0022331,The Ruling Voice,The Ruling Voice,1931,"Crime, Drama, Romance",76,USA,"English, French",Rowland V. Lee,"Rowland V. Lee, Donald W. Lee","For the love and respect of his daughter, a crime boss reconsiders his involvement in the extortion racket he's built.",5.9,228,"https://m.media-amazon.com/images/M/MV5BOWU1ZmEzNGUtOTIzNi00YmVkLWJlMTctN2MyZjM0YjFhYTllL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UY268_CR3,0,182,268_AL_.jpg"
tt0022357,The Secret 6,The Secret 6,1931,"Crime, Drama",83,USA,"English, Italian",George W. Hill,Frances Marion,"After rising bootlegger Slaughterhouse Scorpio eliminates his gangland competition, two reporters and a cabal of six businessmen work to expose him.",6.3,740,"https://m.media-amazon.com/images/M/MV5BMTg0OTc5MjE4M15BMl5BanBnXkFtZTgwMDEzMDMyMjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0022386,Il fallo di Madelon Claudet,The Sin of Madelon Claudet,1931,Drama,75,USA,"English, French",Edgar Selwyn,Edward Knoblock,"Out of jail for a crime she did not commit, Madelon turns to prostitution and thievery to send her illegitimate son to medical school.",6.7,787,"https://m.media-amazon.com/images/M/MV5BNzgxYmRkMDEtMGU4OS00ZTY5LTg1NWUtMTI5NWMxMDNlZDgxXkEyXkFqcGdeQXVyNzA4ODc3ODU@._V1_UY268_CR11,0,182,268_AL_.jpg"
tt0021376,The Sin Ship,The Sin Ship,1931,Drama,65,USA,English,Louis Wolheim,"Keene Thompson, Agnes Brand Leahy","A lecherous ship captain becomes spiritually changed by a female passenger, not realizing she and her ""minister"" husband are really bank robbers.",5.5,245,"https://m.media-amazon.com/images/M/MV5BNWQ2YWE4YzUtZWNkMy00MjY2LTk5OTctMDQ0OGNhYzE2NzRkXkEyXkFqcGdeQXVyNDcxNDkxMjA@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0022074,L'allegro tenente,The Smiling Lieutenant,1931,"Comedy, Romance, Musical",83,USA,"English, French",Ernst Lubitsch,"Leopold Jacobson, Felix Dormann","An amorous lieutenant is forced to marry a socially awkward princess, though he tries to keep his violin-playing girlfriend on the side.",7.2,3148,"https://m.media-amazon.com/images/M/MV5BZmIzMGMwOGQtYjY3YS00NmRhLTkxMjctZmYyNWIyYzc2NGVhXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0022428,Naturich la moglie indiana,The Squaw Man,1931,Western,107,USA,English,Cecil B. DeMille,"Edwin Milton Royle, Lucien Hubbard","Jim Wyngate, an English aristocrat, comes to the American West under a cloud of suspicion for embezzlement actually committed by his cousin Lord Henry. In Wyoming, Wyngate runs afoul of ...",6.4,344,"https://m.media-amazon.com/images/M/MV5BYjMwNTE1ZGYtMDY0Mi00YmRmLTgwYTUtM2QzYzRjNTQ0ODI3L2ltYWdlXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UY268_CR3,0,182,268_AL_.jpg"
tt0022430,The Star Witness,The Star Witness,1931,Drama,68,USA,"English, German",William A. Wellman,"Lucien Hubbard, Lucien Hubbard","Members of a family witness two murders, but the gang uses threats, violence and kidnapping to try to keep the members from testifying.",6.3,551,"https://m.media-amazon.com/images/M/MV5BNGFkZWJhYTAtOGFlMC00NTJiLThjNjQtODMwN2E3ZDAzNDZlXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0022440,The Struggle,The Struggle,1931,Drama,87,USA,English,D.W. Griffith,"Anita Loos, John Emerson",A young couple's marriage is jeopardized by the husband's descent into alcoholism.,6.2,280,"https://m.media-amazon.com/images/M/MV5BMTU2MzM0MTg3M15BMl5BanBnXkFtZTgwMjAzODgwMzE@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0022484,The Tip-Off,The Tip-Off,1931,"Comedy, Crime",71,USA,English,Albert S. Rogell,"George Kibbe Turner, Earl Baldwin",Eddie Quillan falls in love with a gangster's girlfriend but avoids trouble when he becomes friends with Robert Armstrong and his girlfriend,5.7,222,"https://m.media-amazon.com/images/M/MV5BM2Y4YTMzOGItOGNhNC00MjQ4LWFhMWEtZjJkNjk4MjlhZDkyXkEyXkFqcGdeQXVyNDY3MzU2MDM@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0022523,Nell'oasi del terrore,The Unholy Garden,1931,"Crime, Drama, Romance",74,USA,English,George Fitzmaurice,"Ben Hecht, Ben Hecht",A bunch of crooks team up to find and steal money from an old man and his daughter.,6,216,"https://m.media-amazon.com/images/M/MV5BNGEzMWY4YTYtNTViYS00YTIwLThjYzMtNDY3NDJkMTNiZGY0XkEyXkFqcGdeQXVyMTk2MzI2Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0022537,Balenieri della Viking,The Viking,1931,"Adventure, Drama, Romance",70,"Canada, USA",English,"Varick Frissell, George Melford","Garnett Weston, Garnett Weston","Luke, a young sailor and fisherman, who thinks he is jinx-ridden, has to be persuaded, and taunted,before he will join a sealing-expedition in the Artic; first by his sweetheart, so he can ...",6,140,"https://m.media-amazon.com/images/M/MV5BMTUxMDUxMzMyNl5BMl5BanBnXkFtZTgwMzIwMTgzODE@._V1_UY268_CR9,0,182,268_AL_.jpg"
tt0022582,Il passaporto giallo,The Yellow Ticket,1931,"Adventure, Drama, War",88,USA,English,Raoul Walsh,"Michael Morton, Jules Furthman","A young Russian girl is forced into a life of prostitution in Czarist Russia, and she and a British journalist find their lives endangered when she reveals to him information regarding the ...",6.3,157,"https://m.media-amazon.com/images/M/MV5BYzM2NDI1MDEtNDhlZi00ZmM3LWFlMTUtYjFiNTEzZDM1ODlhXkEyXkFqcGdeQXVyMzI2MDEwNA@@._V1_UY268_CR4,0,182,268_AL_.jpg"
tt0022478,This Modern Age,This Modern Age,1931,"Comedy, Drama, Romance",68,USA,English,Nick Grinde,"Mildred Cram, John Meehan","Young American woman reunites with estranged divorcée mother living chic, carefree life in Paris. She falls for Harvard football star on vacation, but his conservative parents disapprove of the demimonde lifestyle of the two expatriates.",5.4,407,"https://m.media-amazon.com/images/M/MV5BMWY5MjljOTQtZWFjMi00ZTQ2LWI3MWYtOTIxN2M4OWZjMjM2XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0022481,Three Who Loved,Three Who Loved,1931,Drama,64,USA,English,George Archainbaud,"Martin Flavin, Beulah Marie Dix",John Hanson (Conrad Nagel) is a bank teller and invests in stocks. He and his best friend (another bank teller) Phil Wilson (Robert Ames) live at a boarding house run by his Swedish ...,5.7,116,"https://m.media-amazon.com/images/M/MV5BYjk5ZTQ0MWItNWFiNC00ZjI2LTk0Y2QtYjhiZDY4NGQzMDVhXkEyXkFqcGdeQXVyMTcyODY2NDQ@._V1_UY268_CR5,0,182,268_AL_.jpg"
tt0022489,Tonight or Never,Tonight or Never,1931,"Comedy, Romance",80,USA,English,Mervyn LeRoy,"Fanny Hatton, Frederic Hatton","A young opera singer finds her career stalled because of her cold and passionless performances, until she finds romance with a handsome admirer.",6.5,1330,"https://m.media-amazon.com/images/M/MV5BMTcxODYxODYyMV5BMl5BanBnXkFtZTgwMzk5MDg0MjE@._V1_UY268_CR18,0,182,268_AL_.jpg"
tt0022495,Trader Horn,Trader Horn,1931,"Action, Adventure, Drama",122,USA,"English, Swahili",W.S. Van Dyke,"Ethelreda Lewis, Dale Van Every","Two white traders in the darkest Africa of the 1870s find a missionary's daughter, who was captured as a child by a savage tribe and now worshiped as a goddess.",6.2,868,"https://m.media-amazon.com/images/M/MV5BMDY1YjcyZGQtZDU4Yi00NjZhLTk5YWUtNDQzNDk0YmIxOTA3XkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0022500,Transatlantico,Transatlantic,1931,"Comedy, Drama",78,USA,English,William K. Howard,"Guy Bolton, Lynn Starling",A contained cast of characters traveling aboard a transatlantic ocean liner are pushed to dangerous limits though monetary issues that threaten the lives of the people onboard.,6.6,162,"https://m.media-amazon.com/images/M/MV5BYWMxY2RmMWYtOWI0YS00ODVhLTgxM2ItZDBmNDczODZjYjY5XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UY268_CR4,0,182,268_AL_.jpg"
tt0022501,Transgression,Transgression,1931,Drama,70,USA,"English, French, Spanish",Herbert Brenon,"Kate Jordan, Elizabeth Meehan",Elsie sets out for a holiday in Paris and develops an affair while her husband spends a year working in India.,5.8,248,"https://m.media-amazon.com/images/M/MV5BOTkxMmNlOTUtMGExMC00OTdmLTg0MTEtN2QxMjkyYjUxNmE0XkEyXkFqcGdeQXVyMTk2MzI2Ng@@._V1_UY268_CR15,0,182,268_AL_.jpg"
tt0022517,Under Eighteen,Under Eighteen,1931,"Drama, Romance",80,USA,English,Archie Mayo,"Frank Mitchell Dazey, Agnes Christine Johnston","A poor seamstress girl sours on her engagement to a grocery deliveryman after seeing her sister's abusive marriage. Trying to help her sister pay for a divorce lawyer, she turns to a rich playboy she met at work.",6.7,360,"https://m.media-amazon.com/images/M/MV5BZDljNGY4NWUtMmU5MS00Yzk1LTg4MjQtZjA4M2VjZjg4N2U0XkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0022550,La donna che non si deve amare,Waterloo Bridge,1931,"Drama, Romance",81,USA,English,James Whale,"Robert E. Sherwood, Benn W. Levy",A prostitute's self-loathing makes her reluctant to marry an idealistic soldier during World War I.,7.5,2406,"https://m.media-amazon.com/images/M/MV5BMzdmODVjMWQtZGQwNy00YTBlLThiYTEtNTA5N2Y0YTc5NzE3XkEyXkFqcGdeQXVyMjcxNjI4NTk@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0022551,Way Back Home,Way Back Home,1931,"Comedy, Drama, Music",81,USA,English,William A. Seiter,"Jane Murfin, Jane Murfin","Seth Parker takes in Robbie Turner and protects him from his cruel father Rube. When the father disappears, Seth intends to raise Robbie as his own son. The vindictive father attacks Mary ...",6.1,638,"https://m.media-amazon.com/images/M/MV5BNDI5YzRlMWQtMzQyNy00NmFhLWIzZWEtZDdiYjI5Njc4NmVkXkEyXkFqcGdeQXVyNTY4NjI2OTA@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0023681,Risveglio,West of Broadway,1931,"Drama, Romance, War",68,USA,English,Harry Beaumont,"Ralph Graves, Bess Meredyth",Jerry Seevers returns from World War I service broken in health and his doctor tells him he has only six months to live. His fiancée jilts him and he sets out to drink himself to death. In ...,6.1,565,"https://m.media-amazon.com/images/M/MV5BMjIyMjM0NTMyNF5BMl5BanBnXkFtZTgwNDEzNjQ1MjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0023731,20.000 anni a Sing Sing,"20,000 Years in Sing Sing",1932,"Crime, Drama, Film-Noir",78,USA,English,Michael Curtiz,"Lewis E. Lawes, Wilson Mizner","Brash hoodlum Tom Connors enters Sing Sing cocksure of himself and disrespectful toward authority, but his tough but compassionate warden changes him.",6.9,2345,"https://m.media-amazon.com/images/M/MV5BMjM5NjA2NDY0MV5BMl5BanBnXkFtZTgwMDI4NzQ0MjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0023480,Ancora sei ore di vita,6 Hours to Live,1932,"Drama, Mystery, Sci-Fi",72,USA,English,William Dieterle,"Morton Barteaux, Bradley King","A murder victim is brought back to life by a scientific experiment. However, the effects only last for six hours, and he must find his killer in that time.",6.3,117,"https://m.media-amazon.com/images/M/MV5BNGM4YTEyNGYtNTgwMS00ZjliLTllYjYtMzdmOTEwYjk3YmJjXkEyXkFqcGdeQXVyMzQ5ODIxMDc@._V1_UY268_CR7,0,182,268_AL_.jpg"
tt0022685,Febbre di vivere,A Bill of Divorcement,1932,Drama,70,USA,English,George Cukor,"Howard Estabrook, Harry Wagstaff Gribble","A man, Hilary Fairfield returns home after fifteen years in a mental asylum. However, he finds things are not the way they were when he left.",6.5,1454,"https://m.media-amazon.com/images/M/MV5BOTVmNzU0MzYtZWQ0OC00YjJiLWFmNGMtMTk2MjUxNDk5OWE5XkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0022879,Addio alle armi,A Farewell to Arms,1932,"Drama, Romance, War",80,USA,English,Frank Borzage,"Benjamin Glazer, Oliver H.P. Garrett",An American ambulance driver and an English nurse fall in love in Italy during World War I.,6.5,4957,"https://m.media-amazon.com/images/M/MV5BMzM2ODc0NTY3OF5BMl5BanBnXkFtZTgwMjQwNzkzMjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0023520,A Strange Adventure,A Strange Adventure,1932,"Mystery, Romance, Thriller",60,USA,English,"Phil Whitman, Hampton Del Ruth","Arthur Hoerl, Hampton Del Ruth",A police lieutenant and a female reporter investigate a series of murders comitted by a hooded killer in an old dark house.,5.4,139,"https://m.media-amazon.com/images/M/MV5BMjA4NTAyMjkyM15BMl5BanBnXkFtZTcwNjgyMjYyMQ@@._V1_UY268_CR2,0,182,268_AL_.jpg"
tt0023537,Una famiglia 900,A Successful Calamity,1932,"Comedy, Drama",72,USA,English,John G. Adolfi,"Clare Kummer, Maude T. Howell",A wealthy industrialist tests the loyalty of his spoiled children and selfish wife by pretending to be broke.,6.9,372,"https://m.media-amazon.com/images/M/MV5BN2M5ZjYxMTItMmVlZi00ZDg0LWJjMjQtZDY3YWQ2MDgzYjk2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UY268_CR4,0,182,268_AL_.jpg"
tt0022613,After Tomorrow,After Tomorrow,1932,Drama,79,USA,English,Frank Borzage,"Hugh Stanislaus Stange, John Golden",Engaged couple faces financial and family troubles that obstruct their marriage.,6.7,263,"https://m.media-amazon.com/images/M/MV5BMmExMzdjMWMtZjMyYi00YTY2LTg3MTUtYTVmZDRkODNhZjU2XkEyXkFqcGdeQXVyNDY3MzU2MDM@._V1_UY268_CR3,0,182,268_AL_.jpg"
tt0022615,L'aeroporto del deserto,Air Mail,1932,"Adventure, Drama",84,USA,English,John Ford,"Dale Van Every, Frank Wead",A group of air mail pilots risk their lives to deliver important mail through bad weather conditions.,6.4,378,"https://m.media-amazon.com/images/M/MV5BODBiMDM0NjEtZTYyOC00MDFmLWI1NDEtOTkyZmNmNTJhNmUwXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0022619,Il segreto del dottore,Alias the Doctor,1932,Drama,61,USA,English,"Michael Curtiz, Lloyd Bacon","Imre Földes, Houston Branch",Karl is the workaholic adopted son while Stephan is the lazy one. They both go to Munich to study medicine and Karl is at the top of the class while Stephan is barely passing. When ...,6,240,"https://m.media-amazon.com/images/M/MV5BMjIwNjkxMTMzN15BMl5BanBnXkFtZTgwNzQ3Njk1MDE@._V1_UY268_CR3,0,182,268_AL_.jpg"
tt0022626,La follia della metropoli,American Madness,1932,Drama,75,USA,English,"Frank Capra, Allan Dwan",Robert Riskin,"Socially-conscious banker Thomas Dickson faces a crisis when his protégé is wrongly accused for robbing the bank, gossip of the robbery starts a bank run, and evidence suggests Dickson's wife had an affair...all in the same day.",7.4,1782,"https://m.media-amazon.com/images/M/MV5BMTU1MDY2MTU4N15BMl5BanBnXkFtZTgwMDY5NDUzMzE@._V1_UY268_CR9,0,182,268_AL_.jpg"
tt0022635,Are You Listening?,Are You Listening?,1932,Drama,73,USA,English,Harry Beaumont,"Dwight Taylor, J.P. McEvoy",A radio writer/producer accidentally kills his wife and then attempts to escape an on-air hunt for him.,6.2,460,"https://m.media-amazon.com/images/M/MV5BMmNjZGY4NGQtNzY4Ny00YzI3LTg4YjAtNjNhOWY4NDlkMDZkL2ltYWdlXkEyXkFqcGdeQXVyNDg4NjY0Nzg@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0022639,Arsenio Lupin,Arsène Lupin,1932,"Crime, Mystery, Romance",84,USA,English,Jack Conway,"Maurice Leblanc, Francis de Croisset",A detective is tasked to capture an elusive thief called Arsene Lupin.,6.9,946,"https://m.media-amazon.com/images/M/MV5BNTllNjczYzgtYWE2OS00NDc1LWEzNGMtN2I5NjJmYmI5MTNiXkEyXkFqcGdeQXVyNDY1NzU5NjY@._V1_UY268_CR3,0,182,268_AL_.jpg"
tt0022641,Come tu mi vuoi,As You Desire Me,1932,Drama,70,USA,English,George Fitzmaurice,"Luigi Pirandello, Gene Markey",Budapest bar entertainer Zara is a discontented alcoholic who is pursued by many men but lives with novelist Carl Salter. A strange man (Tony) shows up on Salter's estate claiming that Zara...,6.4,572,"https://m.media-amazon.com/images/M/MV5BMTQ2NTk4MTk3MF5BMl5BanBnXkFtZTgwMzM1NDU5MTE@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0022644,L'accusa,Attorney for the Defense,1932,"Crime, Drama",70,USA,English,Irving Cummings,"James Kevin McGuinness, Jo Swerling",An ambitious lawyer uses circumstantial evidence to help convict an innocent man then tries to make amends with his family.,6.3,131,"https://m.media-amazon.com/images/M/MV5BNDkzYWQxZjAtMjMxZS00ZGU0LWI3NjctMDEwY2RiOTJlMzQwXkEyXkFqcGdeQXVyNTY4NjI2OTA@._V1_UY268_CR8,0,182,268_AL_.jpg"
