tconst,title,original_title,year,genre,duration,country,language,director,writer,description,avg_vote,votes,imageurls
tt0030887,Frou frou,The Toy Wife,1938,"Drama, History, Romance",96,USA,English,Richard Thorpe,Zoe Akins,"The beautiful and frivolous wife of a plantation owner in antebellum Louisiana proves unsatisfactory at running the household, leading her serious-minded husband to enlist the help of her unmarried sister.",5.9,294,"https://m.media-amazon.com/images/M/MV5BNGYyNTViYTAtYzIyNC00ZTgwLWEwZjUtMjBmMjhjZTYzODlmXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0031002,Quattro in paradiso,The Young in Heart,1938,"Comedy, Drama",90,USA,English,"Richard Wallace, Lewis Milestone","Paul Osborn, I.A.R. Wylie","Thrown out of the Riviera, a family of grifters meets a lonely, vulnerable rich old woman and insinuate themselves into her life while they sponge off her.",7.3,1210,"https://m.media-amazon.com/images/M/MV5BMTg3NzAzMzcwMV5BMl5BanBnXkFtZTgwOTM1Mzg4MjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0030856,L'amore bussa tre volte,There Goes My Heart,1938,"Comedy, Romance",83,USA,English,Norman Z. McLeod,"Eddie Moran, Jack Jevne","A young heiress runs away from her overprotective grandfather. Penniless on the streets of New York, she manages to find employment, but a reporter knows her true identity.",6.7,535,"https://m.media-amazon.com/images/M/MV5BMTUzZGVlNmQtNDZlZC00YjY5LWJjYTktNDUxNzQ0Yzk5MTYzXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0030857,C'è sotto una donna,There's Always a Woman,1938,"Comedy, Mystery",81,USA,English,Alexander Hall,"Gladys Lehman, Wilson Collison",An investigator for the district attorney and his amateur-sleuth wife compete to solve a murder mystery.,6.7,676,"https://m.media-amazon.com/images/M/MV5BNDE4YjZjNmYtMzVlMi00YzEyLWE3OTQtMTRiOTZlMGVkYjI1XkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0032017,Pericolo biondo,There's That Woman Again,1938,"Comedy, Crime, Mystery",72,USA,English,Alexander Hall,"Wilson Collison, Philip G. Epstein","Bill Reardon, a private detective, is working on a case involving stolen items from a local jewelry store. The case takes a different turn when Bill's prying wife wants to help catch the crook.",6.1,165,"https://m.media-amazon.com/images/M/MV5BOGI2NjY3MjUtZTI2OS00ZmE2LTliMDYtZjI2ZDlkYjVjM2E3XkEyXkFqcGdeQXVyMDMxMjQwMw@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0030864,Three Blind Mice,Three Blind Mice,1938,Comedy,75,USA,English,William A. Seiter,"Brown Holmes, Lynn Starling",Three sisters take their small inheritance and move from Kansas to California in search of rich husbands. To start with Pamela poses as a socialite and Moira and Elizabeth pretend to be her...,6.5,271,"https://m.media-amazon.com/images/M/MV5BNDg3MTE4NzQtYmU0MS00ODMyLTkyYjgtZWQ4NzE5OWMyOWJiXkEyXkFqcGdeQXVyMTIxOTk5MzY@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0030865,Three Comrades,Three Comrades,1938,"Drama, Romance",98,USA,English,Frank Borzage,"F. Scott Fitzgerald, Edward E. Paramore Jr.","The close friendship of three German soldiers is strengthened by their shared love for the same woman, who is dying of tuberculosis.",7.2,1670,"https://m.media-amazon.com/images/M/MV5BZDYwZTJhM2MtMTNlZS00OTVhLWFlZGMtZjAwOTZjNzk3NDdmXkEyXkFqcGdeQXVyMTk2MzI2Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0030867,Three Loves Has Nancy,Three Loves Has Nancy,1938,Comedy,70,USA,English,Richard Thorpe,"Mortimer Braus, David Hertz",A small-town country homebody goes to New York to find her missing fiancé and gets romantically involved with two sophisticated men.,6.6,377,"https://m.media-amazon.com/images/M/MV5BZjE3OTVlNTgtYjg2NS00NzliLWJmYWUtM2IyYmRmYTA1NzVmXkEyXkFqcGdeQXVyMTIxMDUyOTI@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0030879,L'amico pubblico n. 1,Too Hot to Handle,1938,"Adventure, Comedy, Drama",107,USA,"English, Spanish",Jack Conway,"Laurence Stallings, John Lee Mahin","Two rival newsreel photographers join forces to find an aviatrix's missing brother, who has disappeared in the Amazon rainforest.",6.7,1342,"https://m.media-amazon.com/images/M/MV5BOGFjNTJlMjItOTEyZS00YWY1LWI0ZGItNzQzNjhlM2EzYTA5XkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0030881,Too Much Johnson,Too Much Johnson,1938,Comedy,67,USA,English,Orson Welles,"William Gillette, Orson Welles","A woman has two lovers. When one man finds out about the other, he acts as a villain and chases after the protagonist.",5.9,534,"https://m.media-amazon.com/images/M/MV5BNTBkZGYxYzctMmZiNC00OTgzLTkxYzEtNjg2ODFkNWQwYWY0XkEyXkFqcGdeQXVyMTY5MDE5NA@@._V1_UY268_CR4,0,182,268_AL_.jpg"
tt0032043,Viaggio nell'impossibile,Topper Takes a Trip,1938,"Comedy, Fantasy, Romance",80,USA,"English, French",Norman Z. McLeod,"Jack Jevne, Eddie Moran","To gain entry to Heaven, a ghost attempts to reunite a divorcing couple as a good deed.",6.6,1097,"https://m.media-amazon.com/images/M/MV5BMGFlMjhjZmUtYTFjZC00YWQwLTkwN2EtNWVlYzM3YzQxYzVmXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0030883,Torchy Blane in Panama,Torchy Blane in Panama,1938,"Comedy, Crime, Mystery",59,USA,"English, Spanish",William Clemens,"Frederick Nebel, Anthony Coldeway","Torchy, Steve, and Gahagan are on the trail of a bank robber aboard an ocean liner traveling from New York to L.A. via the Panama Canal.",6,307,"https://m.media-amazon.com/images/M/MV5BYjAxOWUyNDQtNDRhNS00MjcyLTg0NjItMDdhZmVjZTJhODgwXkEyXkFqcGdeQXVyMTYzNTE3NDA@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0030884,Torchy Gets Her Man,Torchy Gets Her Man,1938,"Comedy, Crime, Mystery",63,USA,"English, German",William Beaudine,"Albert DeMond, Frederick Nebel",A notorious counterfeiter passes himself off as a Secret Service agent to Steve and gets him to unwittingly help him bilk the racetrack out of tens of thousands.,6.7,307,"https://m.media-amazon.com/images/M/MV5BNDc5MWQ4ZjktZjE1Ny00MTExLWE2YjQtZDcxMTdjZmY4NGYxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTk2MzI2Ng@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0030888,Crociera d'amore,Trade Winds,1938,Drama,93,USA,English,Tay Garnett,"Tay Garnett, Dorothy Parker","Kay Kerrigan commits a murder and then changes her hair color, assumes a new identity and flees the country by ship. She's unaware that she's being followed by Sam Wye, a skirt chasing ...",6.4,478,"https://m.media-amazon.com/images/M/MV5BN2Q0ODhmNDctZTRjMC00MDAzLTk5OGItMmNkNmZmNDhkNDNhXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0135694,Two-Gun Man from Harlem,Two-Gun Man from Harlem,1938,"Action, Drama, Music",65,USA,English,Richard C. Kahn,Richard C. Kahn,"A cowboy is wrongfully accused of murder. He winds up in Harlem, where he assumes the identity of a preacher-turned-gangster who looks like him. He infiltrates the gang to catch the men who...",5.4,134,"https://m.media-amazon.com/images/M/MV5BYTMyNDAxMDgtNWEzNy00MWVjLTlkNzAtMjBhMWZlNzFiZDNjXkEyXkFqcGdeQXVyMDMxMjQwMw@@._V1_UY268_CR17,0,182,268_AL_.jpg"
tt0030910,Under Western Stars,Under Western Stars,1938,"Action, Adventure, Music",65,USA,English,Joseph Kane,"Dorrell McGowan, Stuart E. McGowan","Roy is elected to Congress to bring the misery of the ""dustbowl"" of the 1930s to the attention of Washington politicians.",6.1,272,"https://m.media-amazon.com/images/M/MV5BMTkzMTIzODI5MV5BMl5BanBnXkFtZTgwMDMwNzk1MDE@._V1_UY268_CR9,0,182,268_AL_.jpg"
tt0030925,La valle dei giganti,Valley of the Giants,1938,Adventure,79,USA,English,William Keighley,"Seton I. Miller, Michael Fessier",A lumberman (Wayne Morris) and a gambling-house lady (Claire Trevor) thwart Easterners eyeing the California Redwoods.,6.2,208,"https://m.media-amazon.com/images/M/MV5BNDBkYmZkNzgtNjlmNy00NTNjLTkyYjAtYzc2ODdjMTc1NDU1XkEyXkFqcGdeQXVyNTY4NjI2OTA@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0030944,Una donna vivace,Vivacious Lady,1938,"Comedy, Romance",90,USA,English,George Stevens,"P.J. Wolfson, Ernest Pagano","A professor marries a nightclub singer, much to the consternation of his family and friends back home.",7.3,3119,"https://m.media-amazon.com/images/M/MV5BMDQ1NmZjNGEtODBmYi00YjYxLWIzNmMtZTMxNmU3NTA2NDE1XkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0030968,When Were You Born,When Were You Born,1938,"Mystery, Romance",65,USA,English,William C. McGann,"Anthony Coldeway, Manly P. Hall","Mei Lee Ling, an astrology expert, tells one of her fellow passengers on a ship, that he will die within two days and the next day he is dead. The police suspects that Mei does know ...",6,197,"https://m.media-amazon.com/images/M/MV5BYzJkODVjNjQtMjRkNS00M2ZkLWI4ZTctNDUyMjdlMmQ3MjQ1L2ltYWdlXkEyXkFqcGdeQXVyNTUyNzA5ODE@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0030973,Bandiere bianche,White Banners,1938,Drama,92,USA,English,Edmund Goulding,"Lloyd C. Douglas, Lenore J. Coffee","A homeless woman named Hannah drifts into the lives of the kindly Ward family, in a small Indiana town in 1919. Hannah makes herself useful as a cook and housekeeper and stays with the ...",6.9,364,"https://m.media-amazon.com/images/M/MV5BNzgxYzA5MDUtYTIzZi00ZmU3LWI2MzktYzc3ZDgwNDEzNDdjXkEyXkFqcGdeQXVyNDY3MzU2MDM@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0030981,L'inesorabile,Wives Under Suspicion,1938,"Crime, Drama, Romance",69,USA,English,James Whale,"Myles Connolly, Ladislas Fodor","A prosecutor trying a case where a husband shot his adulterous wife begins to suspect that his own wife is having an affair, and starts to have his own thoughts about killing her.",6.1,374,"https://m.media-amazon.com/images/M/MV5BMjkwNjA5OTAtZDJmYi00MzYyLTljZDItN2E1OTg4ZmI0ZmM3XkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0030983,Woman Against Woman,Woman Against Woman,1938,"Drama, Romance",61,USA,English,Robert B. Sinclair,"Margaret Culkin Banning, Edward Chodorov","Cynthia is married to Steve and is a selfish hard woman. She decides where they will live, who they will see and even gets rid of Dora, the nanny who raised Steve and is now raising their ...",6.1,223,"https://m.media-amazon.com/images/M/MV5BZjQ4ZjQwZDItZDIxOC00Y2IwLTliMzEtNzQyNjg1ZmU4MDBjXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0030985,Women Are Like That,Women Are Like That,1938,Drama,79,USA,English,Stanley Logan,"Horace Jackson, Albert Z. Carr",Domestic strife results when a man refuses to involve his wife in his struggling business.,5.9,133,"https://m.media-amazon.com/images/M/MV5BMDk0NjA4YjctNmU4My00ZDUwLThmMDMtN2U4NTE5YTljOTA2XkEyXkFqcGdeQXVyNTY4NjI2OTA@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0030990,Yellow Jack,Yellow Jack,1938,"Drama, History, Mystery",83,USA,English,George B. Seitz,"Edward Chodorov, Sidney Howard","In the fever-stricken areas of Cuba a brave band of scientists, doctors and U. S. Marines fight a losing battle against the deadly plague of 'Yellow Jack,' until the great heroic risk taken by an Irish sergeant brings victory.",6.3,228,"https://m.media-amazon.com/images/M/MV5BNmUxOGMxYzUtYjc5Yi00ZDc4LWI2YmItN2IyMzEyMGVmNGUyXkEyXkFqcGdeQXVyNTY4NjI2OTA@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0030996,You and Me,You and Me,1938,"Crime, Film-Noir, Romance",94,USA,English,Fritz Lang,"Virginia Van Upp, Norman Krasna","An altruistic department-store owner hires ex-convicts in order to give them a second chance at life. Unfortunately, one of the convicts he hires recruits two of his fellow ex-convicts in a plan to rob the store.",7,1130,"https://m.media-amazon.com/images/M/MV5BOTI0MDBkNWYtMTJkZi00ZjZlLTg3MmEtOTE4ZWYzZGM1ZGNjXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0030993,L'eterna illusione,You Can't Take It with You,1938,"Comedy, Drama, Romance",126,USA,"English, Russian",Frank Capra,"Robert Riskin, George S. Kaufman",A man from a family of rich snobs becomes engaged to a woman from a good-natured but decidedly eccentric family.,7.9,22818,"https://m.media-amazon.com/images/M/MV5BMTYzYzY0YzgtN2ZhNy00MjNiLTk1NTYtYTQ2M2E3NjJiOWYxXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0031000,Il giovane dr. Kildare,Young Dr. Kildare,1938,Drama,82,USA,English,Harold S. Bucquet,"Max Brand, Harry Ruskin","Fresh out of medical school, young Dr. James Kildare decides to take a position at a large New York hospital instead of joining his father's country practice. In New York he meets the ...",6.8,479,"https://m.media-amazon.com/images/M/MV5BNmU2YjgwMjAtZTcyNi00NGNkLWE2MDQtYjQ5MGMzNjI5MGUzXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0032157,Zaza,Zaza,1938,Drama,83,USA,English,George Cukor,"Zoe Akins, Pierre Berton","A sexy singer in a French music hall falls in love with a handsome, but married, aristocrat.",6.1,149,"https://m.media-amazon.com/images/M/MV5BMTEzNzczNjc1MjleQTJeQWpwZ15BbWU4MDIxOTA4MDIx._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0031761,Quartiere maledetto,...One Third of a Nation...,1939,Drama,79,USA,English,Dudley Murphy,"Oliver H.P. Garrett, Arthur Arent",A fire in a run-down tenement building injures young Joey Rogers. Wealthy passerby Peter Cortlant rushes the boy and his attractive older sister Mary to the hospital and pays the medical ...,6.1,201,"https://m.media-amazon.com/images/M/MV5BMzk5MzUxNWUtZWVkOS00ZDM1LWFkODgtZTU3MGI5ZGJhMzIyXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0031014,"6,000 Enemies","6,000 Enemies",1939,"Crime, Drama, Romance",62,USA,English,George B. Seitz,"Bertram Millhauser, Wilmon Menard",A tough prosecutor who has sent dozens of criminals to prison finds himself framed on a bribery charge and winds up in prison himself.,6.1,137,"https://m.media-amazon.com/images/M/MV5BNmFjZjIyZjktMTYxNS00Y2IyLWI2ZWQtY2M3Y2Q1OTk0NzBiXkEyXkFqcGdeQXVyNTY4NjI2OTA@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0032333,A Child Is Born,A Child Is Born,1939,Drama,79,USA,English,Lloyd Bacon,"Mary M. Axelson, Robert Rossen","A maternity ward, staffed by sympathetic nurses, serves mothers-to-be from all walks of life. These include a happy mother of a large family; a secretly-married teenager who thinks their ...",6.1,146,"https://m.media-amazon.com/images/M/MV5BZDQyZDhlMDctMjE5MC00YzAxLWJmOWMtZGI4NTRjYzQzOTFiXkEyXkFqcGdeQXVyNTY4NjI2OTA@._V1_UY268_CR1,0,182,268_AL_.jpg"
tt0032339,Noi siamo le colonne,A Chump at Oxford,1939,Comedy,62,USA,English,Alfred J. Goulding,"Charley Rogers, Felix Adler","As a reward for capturing a bank robber, Stan and Ollie get scholarship to Oxford, but are met with resentment by other students.",7.4,3452,"https://m.media-amazon.com/images/M/MV5BMjA1MjY4OTE3OV5BMl5BanBnXkFtZTgwMTkxMDE5MjE@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0031033,Il primo ribelle,Allegheny Uprising,1939,"Adventure, History, Western",81,USA,English,William A. Seiter,"P.J. Wolfson, Neil H. Swanson","In 1759, in Pennsylvania's Allegheny Valley, local settlers and Indian fighters try to persuade the British authorities to ban the trading of alcohol and arms with the marauding Indians.",6.3,1508,"https://m.media-amazon.com/images/M/MV5BZGNiMzI4MDYtOGEwNy00NGU0LTlkYWEtY2MxNzZjYTkxYTg2XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0031043,Andy Hardy e la febbre di primavera,Andy Hardy Gets Spring Fever,1939,"Comedy, Romance",85,USA,English,W.S. Van Dyke,"Kay Van Riper, Aurania Rouverol","Young Andy develops a crush on his drama teacher. Meanwhile, Judge Hardy has his own problems when he gets conned into forming a phony aluminum corporation.",6.6,507,"https://m.media-amazon.com/images/M/MV5BMTM5MTAzNDEyMV5BMl5BanBnXkFtZTcwNjI1NzAyMQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0031045,Angeli senza cielo,Angels Wash Their Faces,1939,"Drama, Romance",86,USA,English,Ray Enright,"Michael Fessier, Niven Busch","A young man just released from a reformatory moves to a new neighborhood with his sister, intending to start a new life. However, he gets mixed up with the local mob boss and corrupt ...",6,404,"https://m.media-amazon.com/images/M/MV5BYzZlNDVkOWItMTMzYy00NDdhLWIzMDEtMTM1MzFmMTQ2N2NlXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0031047,Si riparla dell'uomo ombra,Another Thin Man,1939,"Comedy, Crime, Mystery",103,USA,"English, Spanish",W.S. Van Dyke,"Frances Goodrich, Albert Hackett",An explosives manufacturer suspects a young man is out to kill him. He calls in new parents Nick and Nora to sort things out.,7.5,6327,"https://m.media-amazon.com/images/M/MV5BMjA1Mjc5NDA1NF5BMl5BanBnXkFtZTgwNjg5ODgwMzE@._V1_UY268_CR3,0,182,268_AL_.jpg"
tt0031060,Tre pazzi a zonzo,At the Circus,1939,"Comedy, Musical",87,USA,English,Edward Buzzell,Irving Brecher,The Marx Brothers try to help the owner of a circus recover some stolen funds before he finds himself out of a job.,6.9,5449,"https://m.media-amazon.com/images/M/MV5BMTFlMDhhZTctZTcxNy00NjgxLTlkNGEtY2E0MWRmNjQ5ZmFkXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0031066,Ragazzi attori,Babes in Arms,1939,"Comedy, Musical",94,USA,English,Busby Berkeley,"Jack McGowan, Kay Van Riper","A group of vaudevillians struggling to compete with talkies hits the road hoping for a comeback. Frustrated to be left behind, all of their kids put on a show themselves to raise money for the families and to prove they've got talent, too.",6.4,2256,"https://m.media-amazon.com/images/M/MV5BMTQ1MzUwNjkxOV5BMl5BanBnXkFtZTgwNzk3NTQ2MzE@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0031067,Situazione imbarazzante,Bachelor Mother,1939,"Comedy, Romance",82,USA,English,Garson Kanin,"Norman Krasna, Felix Jackson","An unemployed woman discovers an abandoned baby on the steps of an orphanage, and accepts an offer to take responsibility for the child in return for a job.",7.6,3566,"https://m.media-amazon.com/images/M/MV5BNGU0MDFiMWQtZGUzMi00ZjRjLWE4Y2UtMmU0NjMzNTNiNWQ4XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0031068,Back Door to Heaven,Back Door to Heaven,1939,"Crime, Drama",85,USA,English,William K. Howard,"William K. Howard, John Bright","The life of a young slum kid, who starts out stealing small things in order to fit in with the ""crowd"", winds up in reform school, and eventually spends much of his life in prison. Upon his...",6,126,"https://m.media-amazon.com/images/M/MV5BMjE2Njc4Mjc4Nl5BMl5BanBnXkFtZTgwNjMzMDkwMzE@._V1_UY268_CR3,0,182,268_AL_.jpg"
tt0031071,Bad Lands,Bad Lands,1939,"Action, Drama, Western",70,USA,English,Lew Landers,"Clarence Upson Young, Clarence Upson Young","A posse of nine and Sheriff Bill Cummings set out after a renegade named Apache Jack, who has murdered the wife of Lopez, one of the posse members. The others are Rayburn, Chic Lyman, Billy...",5.9,173,"https://m.media-amazon.com/images/M/MV5BYjQ1NDc4MjktNWUwMC00OGQxLTgwMjAtZDFhODlhNGIwZTc3XkEyXkFqcGdeQXVyNzE2NDk3NTY@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0031072,Bad Little Angel,Bad Little Angel,1939,Drama,72,USA,English,Wilhelm Thiele,"Margaret Turnbull, Dorothy Yost",A Bible-guided Victorian orphan befriends a bootblack in a strange town.,6.9,218,"https://m.media-amazon.com/images/M/MV5BOGRmMTQwM2EtNjhiYS00ZmVkLWFjNTItNmJiMTBlYjA4ZmQ1XkEyXkFqcGdeQXVyMTIxOTk5MzY@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0031074,Balalaika,Balalaika,1939,"Musical, Romance",102,USA,English,Reinhold Schünzel,"Leon Gordon, Charles Bennett",A Russian prince disguised as a worker and a cafe singer secretly involved in revolutionary activities fall in love.,6.3,283,"https://m.media-amazon.com/images/M/MV5BMTRlM2NmZDctZTZkYS00ZjdhLWJmMGMtMDlkNzU2ODM1MDUxXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0031082,Barricade,Barricade,1939,"Adventure, Drama, Romance",71,USA,English,Gregory Ratoff,Granville Walker,In China in the 1930s a singer (Faye) and journalist (Baxter) meet on a train attacked by bandits.,5.7,103,"https://m.media-amazon.com/images/M/MV5BZDY0NzE3MWQtMjJkYy00NmNkLTkyYWItMDIyYTM3MDU0OTYzXkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0031088,Beau Geste,Beau Geste,1939,"Action, Adventure, Drama",112,USA,"English, Arabic",William A. Wellman,"Robert Carson, Percival Christopher Wren","Three adopted English brothers join the French Foreign Legion in North Africa, after one of them steals their adoptive family's famous heirloom sapphire.",7.6,5406,"https://m.media-amazon.com/images/M/MV5BOWQxMzI5ODctNWRlNS00NjRmLWJiZTMtZjliY2I3MWQwMTg0XkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_UY268_CR15,0,182,268_AL_.jpg"
tt0031089,Beauty for the Asking,Beauty for the Asking,1939,"Drama, Romance",68,USA,"English, French",Glenn Tryon,"Doris Anderson, Paul Jarrico",Denny drops fiancée Jean and marries Flora who is worth ten million dollars. When Jean is fired from her job she decides to market the face cream she invented. She goes to Jeffrey and he ...,6.2,265,"https://m.media-amazon.com/images/M/MV5BMTZiZWNmMGEtZWY1Yy00ZjdhLTliZGItOGJkZThjZWNiMzJjXkEyXkFqcGdeQXVyNjA2ODA0Nzc@._V1_UY268_CR82,0,182,268_AL_.jpg"
tt0135163,Birthright,Birthright,1939,Drama,74,USA,English,Oscar Micheaux,"Thomas Sigismund Stribling, Oscar Micheaux",A black Harvard graduate confronts racism.,6.2,137,"https://m.media-amazon.com/images/M/MV5BMmU1YzFjODQtNjg4MS00NDdkLTk0ZjMtZTg1ZmUyN2ZjOWE2XkEyXkFqcGdeQXVyNDY3MTQwMzk@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0031102,L'ultimo ricatto,Blackmail,1939,"Crime, Drama, Thriller",81,USA,English,H.C. Potter,"David Hertz, William Ludwig","John Ingram, successful oil-field firefighter, is really a chain-gang escapee. Someone out of his past finds him...",6.8,679,"https://m.media-amazon.com/images/M/MV5BMTczOGEzMzQtMmQ5My00ZTI0LWEyZDMtMTg3MjMxNmRkYWE4XkEyXkFqcGdeQXVyOTI2MjI5MQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0031103,Blackwell's Island,Blackwell's Island,1939,"Crime, Drama",71,USA,English,"William C. McGann, Michael Curtiz","Crane Wilbur, Crane Wilbur","In 1934, a New York reporter infiltrates a crime syndicate by befriending its boss who is serving time inside Blackwell Island prison.",6.1,356,"https://m.media-amazon.com/images/M/MV5BYjNiY2Y4YWMtMGJiOS00YTI4LWI4N2YtYTkyODg0Zjk1MzFhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTUyNzA5ODE@._V1_UY268_CR1,0,182,268_AL_.jpg"
tt0031104,Blind Alley,Blind Alley,1939,"Crime, Drama, Film-Noir",69,USA,English,Charles Vidor,"Philip MacDonald, Michael Blankfort","Gangster Hal Wilson takes psychiatrist Dr. Shelby hostage. While captive, the doctor analyzes Wilson as though he were a patient.",6.4,520,"https://m.media-amazon.com/images/M/MV5BYTdlYTUwZTUtYmI1Mi00NTdmLTkyNDQtMmVjZWYwNDdhY2UzXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0031106,Blondie Brings Up Baby,Blondie Brings Up Baby,1939,Comedy,68,USA,English,Frank R. Strayer,"Gladys Lehman, Richard Flournoy","A salesman convinces Blondie that Baby Dumpling is a budding genius, so the Bumsteads enroll him in a special school from which he disappears.",6.9,299,"https://m.media-amazon.com/images/M/MV5BY2RjNGFmNmQtZGUwZS00YWRhLTkxNGYtYTYyZjUyOTMxMmFiXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0031107,Blondie Meets the Boss,Blondie Meets the Boss,1939,"Comedy, Music",75,USA,English,Frank R. Strayer,"Richard Flournoy, Kay Van Riper",Blondie takes over Dagwood's job while he goes off on a fishing trip.,6.8,289,"https://m.media-amazon.com/images/M/MV5BMDUxM2UzYTUtMTBiOC00Mjk1LThkNTAtYzhmMzQ4ZTg2YjI3XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0031108,Blondie Takes a Vacation,Blondie Takes a Vacation,1939,"Adventure, Comedy",69,USA,English,Frank R. Strayer,"Richard Flournoy, Karen DeWolf","Blondie and Dagwood are in charge of operations at a mountain motel. The elderly owners of the establishment are in danger of losing their life savings. Among other things, arson threatens.",6.9,306,"https://m.media-amazon.com/images/M/MV5BYTkzZjkwZGItY2IwYi00Yzg0LTliMjktY2U3ZWZhNTg2OTI3XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0031117,Boy Slaves,Boy Slaves,1939,"Action, Adventure, Crime",72,USA,English,P.J. Wolfson,"Albert Bein, B. Harrison Orkow","A runaway follows the leader of a gang of boys, and they all wind up working in a turpentine camp.",6.5,168,"https://m.media-amazon.com/images/M/MV5BNDQ5ZGE3MmQtNjFjMi00MjU5LTllMTAtNTIyYjFhM2NiZDI2XkEyXkFqcGdeQXVyNDY3MzU2MDM@._V1_UX182_CR0,0,182,268_AL_.jpg"
tt0031120,Bridal Suite,Bridal Suite,1939,"Comedy, Music, Romance",70,USA,"English, French, Italian, German",Wilhelm Thiele,"Samuel Hoffenstein, Gottfried Reinhardt",An American playboy dumps his greedy fiance and ends up marrying a woman from the Alps.,5.7,153,"https://m.media-amazon.com/images/M/MV5BZjcyNjRiMTMtYmE1MC00MWY2LTkxZWYtY2RmYjQ1ZjRmNGE1XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_UX182_CR0,0,182,268_AL_.jpg"
