tconst,title,original_title,year,genre,duration,country,language,director,writer,description,avg_vote,votes,imageurls,linktowatch
tt8503618,Hamilton,Hamilton,2020,"Biography, Drama, History",160,USA,English,Thomas Kail,"Lin-Manuel Miranda, Ron Chernow","    ""Hamilton"" is the story of America then, told by America now. Featuring a score that blends hip-hop, jazz, R&B, and show tunes, ""Hamilton"" has taken the story of American founding father Alexander Hamilton and created a revolutionary moment in theater--a musical that has had a profound impact on culture, politics, and education. Captured at the Richard Rodgers Theater on Broadway in June 2016, the film transports its audience into the world of the Broadway show in a uniquely intimate way.",8.7,37551,"https://m.media-amazon.com/images/M/MV5BNjViNWRjYWEtZTI0NC00N2E3LTk0NGQtMjY4NTM3OGNkZjY0XkEyXkFqcGdeQXVyMjUxMTY3ODM@._V1_UX182_CR0,0,182,268_AL_.jpg",NA
tt11656172,Hard Kill,Hard Kill,2020,"Action, Thriller",98,USA,English,Matt Eskandari,"Joe Russo, Chris LaMont","    The work of billionaire tech CEO Donovan Chalmers (Willis) is so valuable that he hires mercenaries to protect it, and a terrorist group kidnaps his daughter just to get it.",2.9,1109,"https://m.media-amazon.com/images/M/MV5BMmFhM2U0N2YtZDA3NS00MDcxLThlZTMtNTEwMGNiZWExNmJlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.netflix.com/watch/81306216?source=imdb
tt11127512,Heartbeat,Heartbeat,2020,Thriller,73,USA,,Gregory Hatanaka,"Nicole D'Angelo, Gregory Hatanaka",    A reporter finds her life in danger when the story she has published results in several murders that come closer to her.,7.3,939,"https://m.media-amazon.com/images/M/MV5BMDVmNTM5YWUtZGQ1Mi00Y2RjLTkzODItMDQ1MTM0OWMxZmU5XkEyXkFqcGdeQXVyMjM2OTAxNg@@._V1_UY268_CR9,0,182,268_AL_.jpg",https://tubitv.com/
tt5167200,Heavenquest: A Pilgrim's Progress,Heavenquest: A Pilgrim's Progress,2020,"Action, Adventure, Fantasy",92,USA,English,Matt Bilen,"Matt Bilen, Dan Mark","    A regal man named Vangel is thrust on a journey against his will when he is suddenly and mysteriously arrested. Injured and lost after escaping the dark king's men, Vangel begins to have strange dreams and visions of a mysterious woman in white calling him from the unknown territory of the North. Armed with a book called ""The Record of the Ancients"" that he receives from a wise sage named Elder, Vangel embarks on an adventure that takes him through treacherous mountain range, unending deserts, the Lake of Doubts, and the Forest of No Return. Along the way, travel companions share about a fabled good king and his son in the North if he can make it there alive.",3.4,154,"https://m.media-amazon.com/images/M/MV5BNDk5MGYxZmUtNmJjNC00Y2JjLWJiMTEtMDY4M2QzNzAxNjJiXkEyXkFqcGdeQXVyNDczODQwOTQ@._V1_UX182_CR0,0,182,268_AL_.jpg",NA
tt7453138,Her Name Was Christa,Her Name Was Christa,2020,"Horror, Romance, Thriller",119,USA,English,James L. Edwards,James L. Edwards,"    Stephen is a socially awkward, middle aged telemarketer and is desperately alone. At the suggestion of Nick, a co-worker, he goes out into the night to find a prostitute for ""The Girlfriend Experience"". With this, he meets Christa, a streetwise call girl who's happy to fulfill his needs. Yet something unexpected happens. What starts as a business agreement blossoms into true love. But what happens when death enters the picture? How far would you go to keep the one person you've always wanted?",4.5,279,"https://m.media-amazon.com/images/M/MV5BZWU4MmExYzktMTgyNi00NjFiLTk1NTYtNGYzNzBmOWFiZTllXkEyXkFqcGdeQXVyMTE4MTk3Nw@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.92b7c37f-3462-3629-2ec0-743dd013b8c2?tag=imdbtag_tt_wbr_pvt_aiv-20
tt9636630,Home Sweet Home,Home Sweet Home,2020,"Comedy, Drama, Romance",84,USA,,Juan Mas,Lesley Ann McDaniel,"    Bored with her social butterfly lifestyle, Victoria Tremont longs to find that special someone. Naturally, when a handsome stranger walks into the coffee shop where she works, she turns on the charm. But when he fails to respond to her flirting the way men usually do, she's perplexed. She finds out that he runs a ministry that builds affordable housing, and sees that if she wants to get his attention, all she has to do is volunteer. So what if it's a faith-based ministry. Pretending to be a ""church person"" isn't any different than pretending to like sports or a guy's friends, right? Jason Holman has relocated, hoping to get away from women who don't take commitment seriously. As the coordinator for Home Base, a nonprofit organization dedicated to building basic housing for those who would not otherwise be able to afford it, he has a purpose. Now, all he needs is a cure for his loneliness. But when a beautiful blonde volunteer catches his eye, he resolves to keep their relationship ...",4.6,233,"https://m.media-amazon.com/images/M/MV5BMDMzNzVmMWYtM2FmYi00YzJlLTk1YTItZTU3ZDJlNTMxZjkxXkEyXkFqcGdeQXVyMjQwNjk5MDA@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.22b82aa2-f9dd-1b05-87d2-8e18185a1dfb?tag=imdbtag_tt_wbr_pvs_piv-20
tt11766318,Homeward,Homeward,2020,"Animation, Adventure, Family",81,USA,English,Michael Johnson,"Aaron Witlin, David Michael Latt",    A boastful elf and his prank-happy orc brother must learn to work together to stop a fiendish orc gang from retrieving a magical stone that will give them the power to take over the world.,2.5,213,"https://m.media-amazon.com/images/M/MV5BNjg2YTIwNjctZWUyZS00YTkyLTg4YTctODdkZjIxMmJhZWFmXkEyXkFqcGdeQXVyMjUxOTAxNzI@._V1_UY268_CR9,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.4ab8991b-a075-8144-32ba-fe838485282f?tag=imdbtag_tt_wbr_pvt_aiv-20
tt9815998,Terapia di letto,Hooking Up,2020,"Comedy, Drama",104,USA,English,Nico Raineau,"Nico Raineau, Lauren Schacher","    Bailey (Sam Richardson) and Darla (Brittany Snow) embark upon a misguided and mutually deceitful form of therapy, one in which they must drive across the country re-enacting Darla's colorful history as a sex addict. As their true motivations for the road trip come to light, the unlikely pair force one another to confront their issues, discovering that there might actually be more to love than just sex.",5.2,807,"https://m.media-amazon.com/images/M/MV5BNjg2MDllM2MtYmQ0OS00MTVjLWI0MTktOGU1ZGUyMDhlMWRiXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",http://www.hulu.com/watch/1000115520?d=Amazon
tt11388406,Horse Girl,Horse Girl,2020,"Drama, Mystery, Thriller",103,USA,English,Jeff Baena,"Jeff Baena, Alison Brie","    Sarah, a socially isolated arts and crafts store employee, finds herself more content in the company of horses and supernatural crime shows than people. But when a series of strangely surreal dreams upend the simplicity of her waking life, Sarah struggles to distinguish her visions from reality. A darkly humorous psychological thriller about a woman's search for the truth, however abstract it may be.",5.9,12715,"https://m.media-amazon.com/images/M/MV5BMjkxYjU5Y2ItOGE5Yi00ZTg2LTgzNmUtZjI3NTNlOWRhNzllXkEyXkFqcGdeQXVyODkzNTgxMDg@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.netflix.com/watch/81060149?source=imdb
tt9794630,The Vanished,Hour of Lead,2020,"Action, Mystery, Thriller",95,USA,English,Peter Facinelli,Peter Facinelli,"    Story of a husband and wife that will stop at nothing to find their missing daughter, who disappeared on a family camping trip. When the police don't catch any leads, the duo take over.",5.6,810,"https://m.media-amazon.com/images/M/MV5BYmU0MWZhNmQtOGQ4MC00ZTVlLTkwMTctYzBiY2Q1ZjQyYWJmXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_UY268_CR0,0,182,268_AL_.jpg",https://www.netflix.com/watch/81333314?source=imdb
tt5575918,Human Zoo,Human Zoo,2020,"Horror, Reality-TV, Thriller",109,USA,English,John E Seymore,"John E Seymore, John D. Crawford","    The internet watches live, as reality-show contestants struggle against time to see who will stay in solitary confinement the longest and take home the one million dollar prize.",2.1,241,"https://m.media-amazon.com/images/M/MV5BNTE5MzgwZTktMjVjMi00MGZhLTk5MDQtMzQ4M2E1ODZhNjNmXkEyXkFqcGdeQXVyNDU3Mzg0MA@@._V1_UY268_CR2,0,182,268_AL_.jpg",https://tubitv.com/
tt1369571,I Am Fear,I Am Fear,2020,"Horror, Thriller, War",87,USA,,Kevin Shulman,"Kevin Shulman, Nathaniel Shulman","    Held captive by terrorists, celebrity reporter, Sara Brown, sits in a cell awaiting her filmed beheading. Sara's captors wish to show the world the true face of terror but how can they, when even they have not seen it yet?",4,528,"https://m.media-amazon.com/images/M/MV5BNDAxMTEwMTQtNjQ5Mi00ZDNlLWFlMTEtOTdmOWJkYWY0ZDc4XkEyXkFqcGdeQXVyMjEzMjMzNDc@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.5eb80c86-5770-f01d-f1fc-313cc37fa8ec?tag=imdbtag_tt_wbr_pvc_shoutfactory-20
tt5174992,I Hate the Man in My Basement,I Hate the Man in My Basement,2020,"Comedy, Drama, Romance",103,USA,English,Dustin Cook,Dustin Cook,"    After his wife's death, Claude struggles to appear normal while living with a Secret.",5.3,213,"https://m.media-amazon.com/images/M/MV5BMTBmYWU0ZGYtNTRjNi00MmJkLTg0OGItNjI5M2Y2ZjY4MzhkXkEyXkFqcGdeQXVyMjM2NzM3Mjc@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.20b84410-6d5d-5495-efab-90bcc33fe4dc?tag=imdbtag_tt_wbr_pvt_aiv-20
tt9779516,Cosa mi lasci di te,I Still Believe,2020,"Biography, Drama, Music",116,USA,English,"Andrew Erwin, Jon Erwin","Jeremy Camp, Jon Erwin",    The true-life story of Christian music star Jeremy Camp and his journey of love and loss that looks to prove there is always hope.,6.5,6196,"https://m.media-amazon.com/images/M/MV5BZTczOTM1ZGEtNzkyNS00NGRmLWI3YjEtZmRlOGZmMzgzNzU2XkEyXkFqcGdeQXVyMjMxOTE0ODA@._V1_UX182_CR0,0,182,268_AL_.jpg",http://www.hulu.com/watch/1000089243?d=Amazon
tt10887902,I Used to Go Here,I Used to Go Here,2020,"Comedy, Drama, Romance",80,USA,English,Kris Rey,Kris Rey,"    Following the launch of her new novel, 35-year-old writer Kate is invited to speak at her alma matter by her former professor. After accepting the invitation, Kate finds herself deeply enmeshed in the lives of a group of college students.",5.6,854,"https://m.media-amazon.com/images/M/MV5BMThkYWYwMzQtZTUxMi00YTJmLWFiOTItNTAxMWY5ZjE4MmMxXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.9cb9bf6f-8697-b10d-6946-bb032b950a8f?tag=imdbtag_tt_wbr_pvc_hbo-20
tt8820348,I Will Make You Mine,I Will Make You Mine,2020,Drama,80,USA,English,Lynn Chen,Lynn Chen,    Three women wrestle with life's difficulties while confronting their past relationships with the same man.,5.7,147,"https://m.media-amazon.com/images/M/MV5BMTY2MzcyZGQtY2ZiNC00NWVjLTkwMmUtODUyMzM4MTQxMTRhXkEyXkFqcGdeQXVyNTQxNDM1OA@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.a4b8af95-a2dd-041b-ec89-644e721d0f84?tag=imdbtag_tt_wbr_pvs_piv-20
tt9749144,Icing on the Cake,Icing on the Cake,2020,Romance,86,USA,English,Ferguson Sauvé-Rogan,"Lisa Chapman, Ferguson Sauvé-Rogan","    Victoria Worthington is a talented cake decorator who watches life from the sidelines, as she delivers her fancy cakes to weddings, galas, and fabulous parties, while she goes home exhausted. While delivering one of her cakes, she mistaken a wealthy, sought-after bachelor, Jacob Adams III, for a waiter who is working at the wedding. Victoria gets her mystery man, who goes by the name of Jake, to help her deliver the cake. They seem to have a special connection and fate steps in when they later reconnect at a coffee shop. He ends up following her to a protest at Adams Development , who is planning on tearing down her beloved bakery, but she has no clue that Jake is one of the Adams in Adams Development. Victoria is falling in love, but will their love survive when she discovers that he is Jacob Adams III and will her business survive?",5.2,134,"https://m.media-amazon.com/images/M/MV5BOTYwZWY3YzAtOTQ3Yi00ZTRmLWI2NzgtMzQ4MDk4ZGI1OTA4XkEyXkFqcGdeQXVyMjc2MDE1MzQ@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.00b81143-808c-25f6-f3af-f432eea53d38?tag=imdbtag_tt_wbr_pvt_aiv-20
tt9208444,Impractical Jokers: The Movie,Impractical Jokers: The Movie,2020,Comedy,92,USA,English,Chris Henchy,"Chris Henchy, Joe Gatto",    The story of a humiliating high school mishap from 1992 that sends the Impractical Jokers on the road competing in hidden-camera challenges for the chance to turn back the clock and redeem three of the four Jokers.,5.9,4105,"https://m.media-amazon.com/images/M/MV5BNWYwNjVhZDUtZjk2Yi00Mjc5LTkwYWMtMzU2ZDY1N2VjZGU1XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UX182_CR0,0,182,268_AL_.jpg",https://play.hbomax.com/feature/urn:hbo:feature:GX0fxfAbrG75cuAEAAAGd
tt11765324,In the Drift,In the Drift,2020,Action,85,USA,"English, Spanish",Jared Cohn,"Mark Atkins, Marc Gottlieb","    Jack Tyson is a young man partaking in an illegal Mexico to California car race when a desperate woman, fleeing from her abusive gangster boyfriend who is financing the tournament, jumps into his car pleading for his help and who has an incriminating USB drive that could send her thug boyfriend, among others, to prison.",2.1,204,"https://m.media-amazon.com/images/M/MV5BZTFjZjk3MzgtYjczOC00MjUxLWI4MjQtZGYxMDliN2ZlODU5XkEyXkFqcGdeQXVyNDY2NzgwOTE@._V1_UY268_CR3,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.04b982fa-9e65-a463-980c-a7c2d3a4bbf8?tag=imdbtag_tt_wbr_pvc_showtimeSub-20
tt7703924,Infamous,Infamous,2020,"Crime, Drama, Romance",100,USA,English,Joshua Caldwell,Joshua Caldwell,"    Living in a small Florida town and working at a diner was never Arielle's (Bella Thorne) dream life. She's always wanted more. Fame. Popularity. Admiration. When she falls for a recently paroled young criminal named Dean, she drags him back into a life of danger, learning that posting their criminal exploits on social media is an easy way to viral fame. Obsessed with their rising number of followers, they embark on a dangerous adventure together that leads to robbery, cop chases and even murder. Heading to Hollywood, the City of Stars, they will realize what it takes to become famous and have to decide if this dangerous lifestyle is really worth it.",3.9,1249,"https://m.media-amazon.com/images/M/MV5BOGQxMTc2Y2QtZTgwNS00NWY0LWFlYmQtM2I2NDg3MzViZjdmXkEyXkFqcGdeQXVyMTIzMzU0Mjgx._V1_UX182_CR0,0,182,268_AL_.jpg",http://www.hulu.com/watch/1000125651?d=Amazon
tt7923220,Inheritance,Inheritance,2020,"Drama, Mystery, Thriller",111,USA,English,Vaughn Stein,Matthew Kennedy,"    A patriarch of a wealthy and powerful family suddenly passes away, leaving his daughter with a shocking secret inheritance that threatens to unravel and destroy the family.",5.5,4581,"https://m.media-amazon.com/images/M/MV5BYTYzZjE4NmEtZjQ2NC00NjNjLTlhNTItNjM3YTA3YTQyODk1XkEyXkFqcGdeQXVyMzQwMTY2Nzk@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.4ab8cd52-448b-1044-3cc8-d5a0d93fb55b?tag=imdbtag_tt_wbr_pvc_cinemax-20
tt9076562,Irresistible,Irresistible,2020,"Comedy, Drama",101,USA,English,Jon Stewart,Jon Stewart,"    A Democratic strategist helps a retired veteran run for mayor in a small, conservative Midwest town.",6.2,6104,"https://m.media-amazon.com/images/M/MV5BYTVhMDIwOGEtMTY1Zi00YzU1LTk0NTEtMWJhODhmM2EyM2VkXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_UY268_CR16,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.dab961dc-b69c-591e-7c1d-aba5b237eb41?tag=imdbtag_tt_wbr_pvc_hbo-20
tt8170298,John Henry,John Henry,2020,"Drama, Thriller",91,USA,English,Will Forbes,"Will Forbes, Doug Skinner","    Ex-gang member John Henry (Terry Crews) is a quiet man with a violent past. When two immigrant kids on the run from his former South Los Angeles gang leader (Chris ""Ludacris"" Bridges) stumble into his life, John is forced to reconcile with his past in order to try and give them a future.",3.5,1510,"https://m.media-amazon.com/images/M/MV5BNDc4MDYzNzktNmU5MC00NDNhLWEyODQtM2UxZGVkMzY0Y2RkXkEyXkFqcGdeQXVyNzE5ODk1NDM@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.netflix.com/watch/81132059?source=imdb
tt8143990,Kajillionaire,Kajillionaire,2020,"Crime, Drama",106,USA,English,Miranda July,Miranda July,    A woman's life is turned upside down when her criminal parents invite an outsider to join them on a major heist they're planning.,5.6,175,"https://m.media-amazon.com/images/M/MV5BNTkxYzUxMDQtZWRiNy00ZWUwLWIxYjMtNWExODBmMzRkZGVmXkEyXkFqcGdeQXVyNjU1NzU3MzE@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.7eba820e-836a-bbdc-d490-8ed9eb97aa39?tag=imdbtag_tt_wbr_pvt_aiv-20
tt11922698,Killer Dream Home,Killer Dream Home,2020,Thriller,91,USA,English,Jake Helgren,Jake Helgren,"    When happy couple Jules and Josh buy their dream house on a magnificent estate, they recruit beautiful Morgan to help them with the interior design, unaware Morgan has history with the house and will stop at nothing to make it her own.",4.7,197,"https://m.media-amazon.com/images/M/MV5BYWQzNjU0ZTctMzg2Zi00YmJmLTk5MTEtMTU2ZTU4NDVlNzAwXkEyXkFqcGdeQXVyMTQyODAxMw@@._V1_UY268_CR0,0,182,268_AL_.jpg",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.00b87a15-73f4-cede-0310-77965db9b3d6?tag=imdbtag_tt_wbr_pvt_aiv-20
tt7562334,Lady Driver,Lady Driver,2020,Sport,104,USA,English,Shaun Paul Piccinino,"John Ducey, Nick Gramenos","    When a rebellious teen embarks on a solo summer journey to connect with her roots, she finds herself in a new world, geared up for the ride of her life, and discovers she had the drive in her all along.",6,700,"https://m.media-amazon.com/images/M/MV5BNTE0M2ZiNTgtNjQ5MC00MDBjLWExNmUtYzUxYjk2ODM4NmNlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg",https://www.netflix.com/watch/81271257?source=imdb
tt1929297,Last Moment of Clarity,Last Moment of Clarity,2020,Thriller,90,USA,English,"Colin Krisel, James Krisel","Colin Krisel, James Krisel","    A normal New Yorker's life is upended when his girlfriend is murdered by the Bulgarian mob. He flees to Paris to hide from her killers. But three years later, he sees a similar looking woman on the silver screen. Obsession with past love takes Sam to Los Angeles to look for answers, only to put him back into the sights of the Bulgarians. An updated Hitchcockian thriller in the vein of Vertigo and Rear Window.",5.1,1233,"https://m.media-amazon.com/images/M/MV5BMjI0YzliNjYtYWY1OC00MDYzLTgxNjMtZmZiNDYzYWQ0ZWNlXkEyXkFqcGdeQXVyOTg4MDYyNw@@._V1_UY268_CR7,0,182,268_AL_.jpg",https://tubitv.com/
