,tconst,title,original_title,year,genre,duration,country,language,director,writer,description,avg_vote,votes,imageurls,fulldescriptions,linktowatch
1094,tt0783640,Era mio figlio,The Last Full Measure,2019,"Drama, War",116,USA,English,Todd Robinson,Todd Robinson,"Thirty-four years after his death, Airman William H. Pitsenbarger, Jr. (""Pits"") is awarded the nation's highest military honor, for his actions on the battlefield.",6.7,5449,"https://m.media-amazon.com/images/M/MV5BOTQyMjBmNDAtNDA0YS00ODFiLTk2OTUtMWM5NzI4NjM1YzhhXkEyXkFqcGdeQXVyMTA2MDU0NjM5._V1_UX182_CR0,0,182,268_AL_.jpg","    In 1999 an up-and-coming political staffer at the Department of Defence, Scott Huffman, is given the job of investigating a request to upgrade an award to the Medal of Honour. After conspicuous acts of gallantry Airman William H Pitsenbarger was killed in Vietnam in 1966. He was recommended for the MoH but his award was downgraded to the Air Force Cross. For over 30 years his comrades and family have been lobbying for him to receive the medal. Huffman cares more about his own career than this case but the more he looks into it, the more convinced he is that Pitsenbarger deserves the MoH and should have received it in 1966. Why didn't he then?",http://www.hulu.com/watch/1000104940?d=Amazon
1095,tt7427356,Un'ultima risata,The Last Laugh,2019,Comedy,98,USA,English,Greg Pritikin,Greg Pritikin,"When retired talent manager Al Hart is reunited with his first client, Buddy Green, a comic who quit show business 50 years ago, he convinces Buddy to escape their retirement community and hit the road for a cross-country comedy tour.",5.6,4731,"https://m.media-amazon.com/images/M/MV5BNDg0NzIxNTc1MV5BMl5BanBnXkFtZTgwMzk2MTQxNzM@._V1_UX182_CR0,0,182,268_AL_.jpg","    When retired talent manager Al Hart is reunited with his first client, Buddy Green, a comic who quit show business 50 years ago, he convinces Buddy to escape their retirement community and hit the road for a cross-country comedy tour.",https://www.netflix.com/watch/80202273?source=imdb
1096,tt7957694,The Last Summer,The Last Summer,2019,Comedy,109,USA,English,William Bindley,"Scott Bindley, William Bindley","Standing on the precipice of adulthood, a group of friends navigate new relationships, while reexamining others, during their final summer before college.",5.6,10392,"https://m.media-amazon.com/images/M/MV5BMTg3NTQ5Mjc1N15BMl5BanBnXkFtZTgwNzg0MjU4NzM@._V1_UX182_CR0,0,182,268_AL_.jpg","    Featuring several intersecting stories, The Last Summer follows a group of recent high school graduates as they navigate their way through their final summer before taking off for college. As the youths wrestle with love lost and found, form friendships in unexpected circumstances, and take greater control in their relationships with parents, they ultimately decide who they will be and what they will do as they stand on the precipice of adulthood.",https://www.netflix.com/watch/80999729?source=imdb
1097,tt8337320,The Last Vermeer,The Last Vermeer,2019,Drama,117,USA,English,Dan Friedkin,"Jonathan Lopez, John Orloff","An artist is suspected of selling a valuable painting to the Nazis, but there is more to the story than meets the eye.",6.7,135,"https://m.media-amazon.com/images/M/MV5BMWE1NzcyOGYtMmY4Zi00NTA3LWE0OGQtM2RlNGI4Y2JlZTAyXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_UX182_CR0,0,182,268_AL_.jpg","    Claes Bang (THE SQUARE) stars as Joseph Piller in this captivating dramatic thriller set just after WWII - an all but forgotten true story - about a soldier investigating renowned Dutch artist Han van Meegeren, played by Guy Pearce (LA CONFIDENTIAL), who is accused of conspiring with the Nazis. Despite mounting evidence, Piller becomes increasingly convinced of Han's innocence and finds himself in the unlikely position of fighting to save the life of the colorful man with a mysterious past. The film also features Vicky Krieps (PHANTOM THREAD).",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.72baeaf8-c39a-5a14-5986-42b93df460ae?tag=imdbtag_tt_wbr_pvt_aiv-20
1098,tt8318348,The Last Whistle,The Last Whistle,2019,"Drama, Sport",87,USA,English,Rob Smat,Rob Smat,"When the all-star player of the local high school football team collapses during practice, all eyes turn to the storied head coach. Instead of mollifying the situation, the coach tries to ...",4.9,239,"https://m.media-amazon.com/images/M/MV5BZDYwYTI2MGYtOGM2NS00YWU1LWJlMzctNmRlYmIzNTFkM2E3XkEyXkFqcGdeQXVyNDM2NDAyNjA@._V1_UX182_CR0,0,182,268_AL_.jpg","    When the all-star player of the local high school football team collapses during practice, all eyes turn to the storied head coach. Instead of mollifying the situation, the coach tries to maintain the team's winning streak. The town turns against him, leading to a lawsuit from the player's mother.",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.30b5a775-eb7c-f7e8-3cb3-a79b060b8274?tag=imdbtag_tt_wbr_pvt_aiv-20
1099,tt5865326,Panama Papers,The Laundromat,2019,"Comedy, Crime, Drama",95,USA,"English, Mandarin, Spanish, Russian",Steven Soderbergh,"Jake Bernstein, Scott Z. Burns","A widow investigates an insurance fraud, chasing leads to a pair of Panama City law partners exploiting the world's financial system.",6.3,40886,"https://m.media-amazon.com/images/M/MV5BMjFjMGVmYjUtNGVmYy00NTAwLWJhNjAtZGFkYjgzNzI3YTY4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","    When her idyllic vacation takes an unthinkable turn, Ellen Martin (Meryl Streep) begins investigating a fake insurance policy, only to find herself down a rabbit hole of questionable dealings that can be linked to a Panama City law firm and its vested interest in helping the world's wealthiest citizens amass larger fortunes. Founding partners Jürgen Mossack (Gary Oldman) and Ramón Fonseca (Antonio Banderas) are experts in the seductive ways shell companies and offshore accounts help the rich and powerful prosper. They are about to show us that Ellen's predicament only hints at the tax evasion, bribery and other illicit absurdities that the super wealthy indulge in to support the world's corrupt financial system. Zipping through a kaleidoscope of detours in China, Mexico, Africa (via Los Angeles) and the Caribbean en route to 2016's Panama Papers publication - where journalists leaked the secret, encrypted documents of Mossack Fonseca's high-profile patrons - THE LAUNDROMAT's ensemble ...",https://www.netflix.com/watch/80994011?source=imdb
1100,tt6170432,The League of Legend Keepers: Shadows,The League of Legend Keepers: Shadows,2019,Family,72,USA,English,Elizabeth Blake-Thomas,"Isabella Blake-Thomas, Jonathan Brayley",A horror film for children. A family of archaeologists find the fifth pendant that has been missing for centuries. Unfortunately a spirit has also been searching for this pendant. Once all ...,5.2,764,"https://m.media-amazon.com/images/M/MV5BNTdmMjk5OGMtMDYwOS00NzVlLTkyNzUtNWI3ZjdmYjk2YzNhXkEyXkFqcGdeQXVyNjc1ODAzODQ@._V1_UX182_CR0,0,182,268_AL_.jpg",    A horror film for children. A family of archaeologists find the fifth pendant that has been missing for centuries. Unfortunately a spirit has also been searching for this pendant. Once all pendants are brought together the shadows from the past are released. Will Sophie be able to save her town from the shadows?,NA
1101,tt9376172,The Least of These: The Graham Staines Story,The Least of These: The Graham Staines Story,2019,Drama,112,USA,English,Aneesh Daniel,Andrew E. Matthews,"In India, a journalist investigates whether or not an Australian missionary is performing illegal conversions on the local townspeople.",6.3,742,"https://m.media-amazon.com/images/M/MV5BYmUxN2JiMDUtNmJiOS00NjAwLWE2ZGQtYjY0ZTk1NzEwMTlhXkEyXkFqcGdeQXVyMjI0NjI0Nw@@._V1_UX182_CR0,0,182,268_AL_.jpg","    As the social fabric of life in rural India disintegrates in the late 1990s, journalist Manav Banerjee (Sharman Joshi) moves with his pregnant wife to the State of Orissa in hope of a better life and the promise of a lucrative career. When speculation mounts that local Australian missionary Graham Staines (Stephen Baldwin) is illegally proselytizing leprosy patients, Manav agrees to investigate undercover for the newspaper. What he finds is a series of revelations that are difficult to fathom and even harder to explain, and Manav is forced to make a choice between his own ambition and the truth. In the end, his actions spark a tragic event that is felt around the world. Based on a true story and shot on location in India, ""THE LEAST OF THESE"" beautifully illustrates the power of love, hope and forgiveness to overcome hate.",NA
1102,tt9021234,The Legend of 5 Mile Cave,The Legend of 5 Mile Cave,2019,Western,90,USA,English,Brent Christy,"Dustin Rikert, William Shockley",A mysterious drifter bonds with a boy with tales of the West. Past and present collide when a lawman appears seeking long-lost gold.,5.8,484,"https://m.media-amazon.com/images/M/MV5BMzEzMjgyN2EtZmNhZC00YTVkLWE5MmQtZTk0ZTE4ZmIxMTRmXkEyXkFqcGdeQXVyMjA5MjgyNTI@._V1_UX182_CR0,0,182,268_AL_.jpg","    A boy enchanted with tales from the Old West unlocks a mystery that could save their family farm. While his widowed mother struggles to avoid foreclosure, a mysterious stranger arrives looking for a room to rent. A bond with the boy grows as the drifter recounts breathtaking stories of Shooter Green, a legendary gunslinger accused of Arizona's biggest gold robbery. The truth is revealed, along with the secret of the drifter's past when a lawman appears, hot on the trail of the stolen gold. Past and present collide in this tale of action, adventure and drama. Stars Jeremy Sumpter (Peter Pan, Soul Surfer), Jill Wagner (Braven, Christmas Cookies), Adam Baldwin (The Last Ship, Full Metal Jacket, The Patriot), and Jet Jurgensmeyer (Last Man Standing, American Sniper).",NA
1103,tt3513498,The Lego Movie 2: Una nuova avventura,The Lego Movie 2: The Second Part,2019,"Animation, Action, Adventure",107,"Denmark, Norway, Australia, USA",English,Mike Mitchell,"Phil Lord, Christopher Miller","It's been five years since everything was awesome and the citizens are facing a huge new threat: Lego Duplo invaders from outer space, wrecking everything faster than they can rebuild.",6.6,51436,"https://m.media-amazon.com/images/M/MV5BMTkyOTkwNDc1N15BMl5BanBnXkFtZTgwNzkyMzk3NjM@._V1_UX182_CR0,0,182,268_AL_.jpg","    It's been five years since everything was awesome and the citizens are facing a huge new threat: Lego Duplo invaders from outer space, wrecking everything faster than they can rebuild.",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.f6b51435-3db1-8ec0-3bf4-c58313b0d3a3?tag=imdbtag_tt_wbr_pvt_aiv-20
1104,tt4192552,The Letter Red,The Letter Red,2019,"Horror, Thriller",102,USA,English,Joston Theney,"Edward Gusts, Arielle Brachfeld","A terrifying, modern adaptation of Shakespeare's Macbeth set in Scotland, CA. Scorning the mediocrity of their mundane lives, John and Jane Macbeth carry out a horrific plan to make the American dream a reality.",2.7,107,"https://m.media-amazon.com/images/M/MV5BYzM3NjEzYzgtMzA1ZS00MjUyLWI2ZGEtZjg1OGMxYjEwMTE4XkEyXkFqcGdeQXVyNTgzNDg2OTc@._V1_UX182_CR0,0,182,268_AL_.jpg","    A terrifying, modern adaptation of Shakespeare's Macbeth set in Scotland, CA. Scorning the mediocrity of their mundane lives, John and Jane Macbeth carry out a horrific plan to make the American dream a reality.",https://www.plex.tv
1105,tt7984734,The Lighthouse,The Lighthouse,2019,"Drama, Fantasy, Horror",109,"Canada, USA",English,Robert Eggers,"Robert Eggers, Max Eggers",Two lighthouse keepers try to maintain their sanity whilst living on a remote and mysterious New England island in the 1890s.,7.5,120670,"https://m.media-amazon.com/images/M/MV5BZmE0MGJhNmYtOWNjYi00Njc5LWE2YjEtMWMxZTVmODUwMmMxXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","    As the wavering cry of the foghorn fills the air, the taciturn former lumberjack, Ephraim Winslow, and the grizzled lighthouse keeper, Thomas Wake, set foot in a secluded and perpetually grey islet off the coast of late-19th-century New England. For the following four weeks of back-breaking work and unfavourable conditions, the tight-lipped men will have no one else for company except for each other, forced to endure irritating idiosyncrasies, bottled-up resentment, and burgeoning hatred. Then, amid bad omens, a furious and unending squall maroons the pale beacon's keepers in the already inhospitable volcanic rock, paving the way for a prolonged period of feral hunger; excruciating agony; manic isolation, and horrible booze-addled visions. Now, the eerie stranglehold of insanity tightens. Is there an escape from the wall-less prison of the mind?",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.f8b6e552-008c-9db7-1396-d2962d4ede6d?tag=imdbtag_tt_wbr_pvs_piv-20
1106,tt6105098,Il Re Leone,The Lion King,2019,"Animation, Adventure, Drama",118,"USA, UK, South Africa","English, Xhosa, Zulu, French, Spanish",Jon Favreau,"Jeff Nathanson, Irene Mecchi","After the murder of his father, a young lion prince flees his kingdom only to learn the true meaning of responsibility and bravery.",6.9,199521,"https://m.media-amazon.com/images/M/MV5BMjIwMjE1Nzc4NV5BMl5BanBnXkFtZTgwNDg4OTA1NzM@._V1_UX182_CR0,0,182,268_AL_.jpg","    In Africa, the lion cub Simba is the pride and joy of his parents King Mufasa and Queen Sarabi. Mufasa prepares Simba to be the next king of the jungle. However, the naive Simba believes in his envious uncle Scar that wants to kill Mufasa and Simba to become the next king. He lures Simba and his friend Nala to go to a forbidden place and they are attacked by hyenas but they are rescued by Mufasa. Then Scar plots another scheme to kill Mufasa and Simba but the cub escapes alive and leaves the kingdom believing he was responsible for the death of his father. Now Scar becomes the king supported by the evil hyenas while Simba grows in a distant land. Sometime later, Nala meets Simba and tells that the kingdom has become a creepy wasteland. What will Simba do?",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.b2b5fa04-d4f5-5812-61bd-6591c404279a?tag=imdbtag_tt_wbr_pvt_aiv-20
1107,tt7347846,The Lodge,The Lodge,2019,"Drama, Horror, Thriller",108,"UK, Canada, USA",English,"Severin Fiala, Veronika Franz","Sergio Casci, Veronika Franz","A soon-to-be stepmom is snowed in with her fiancé's two children at a remote holiday village. Just as relations begin to thaw between the trio, some strange and frightening events take place.",6,24786,"https://m.media-amazon.com/images/M/MV5BNDQ2YWVmZjEtMTE1ZS00MDk1LTg5ODUtMDVlODk0OTM2ODMwXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","    A soon-to-be-stepmom is snowed in with her fiance's two children at a remote holiday village. Just as relations finally begin to thaw between the trio, strange and frightening events threaten to summon psychological demons from her strict religious childhood.",http://www.hulu.com/watch/1653968?d=Amazon
1108,tt6418570,The Luring,The Luring,2019,"Horror, Thriller",95,USA,English,Christopher Wells,Christopher Wells,A man tries to recover a lost memory by returning to his family's Vermont vacation home where an unspeakable act took place leaving him institutionalized as a child.,3.1,188,"https://m.media-amazon.com/images/M/MV5BMDNhMTNjNDQtM2NlZi00NjljLWI3MGEtNzU1Y2VlYzFlN2Y3XkEyXkFqcGdeQXVyNTM4MjY2Nzc@._V1_UY268_CR3,0,182,268_AL_.jpg","    Garrett tries to recover a lost memory that took place during his tenth birthday at his family's vacation home in Vermont. Unbeknownst to him, something unspeakable happened; as a result Garrett was found in a non-responsive state by his parents. Psychiatrists call it dissociative amnesia - a loss of memory due to a traumatic event - but Garrett will soon learn some memories reveal things he wished weren't true. In this surreal psychological thriller the weird and wonderful takes place as pure evil manipulates the vulnerable.",NA
1109,tt5201882,The Lurker,The Lurker,2019,"Horror, Mystery, Thriller",80,USA,English,Eric Liberacki,John Lerchen,"A group of theatre students, celebrating their final show, begin to slowly disappear one at a time.",3,182,"https://m.media-amazon.com/images/M/MV5BNGE5MjBjOGYtMmQzYS00NTk0LTkwZGEtZWQwN2FhZTYwNzRlXkEyXkFqcGdeQXVyMTQ2OTU2OTQ@._V1_UY268_CR5,0,182,268_AL_.jpg","    A group of theatre students, celebrating their final show, begin to slowly disappear one at a time.",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.f4b80146-fdc4-a1a4-c014-1479c40a8a22?tag=imdbtag_tt_wbr_pvt_aiv-20
1110,tt3921694,The Madness Within,The Madness Within,2019,Thriller,97,USA,English,Hunter G. Williams,Hunter G. Williams,"Russ Washington is a successful businessman on top of the world. But when addiction, secrets, and faulty relationships send him spiraling down the rabbit hole, will he continue to plummet or find the strength to carry on?",6.8,287,"https://m.media-amazon.com/images/M/MV5BMWE0MzYzMDItMDVjZi00ZGJlLTliMDgtMzdkODhmOTcxZTExXkEyXkFqcGdeQXVyMTcwMTg5NDY@._V1_UY268_CR3,0,182,268_AL_.jpg","    Russ Washington is a successful businessman on top of the world. But when addiction, secrets, and faulty relationships send him spiraling down the rabbit hole, will he continue to plummet or find the strength to carry on?",https://www.plex.tv
1111,tt3293594,The Man in the Trunk,The Man in the Trunk,2019,"Crime, Drama, Horror",84,USA,English,Marc Hampson,"Aaron Fairley, Marc Hampson","A late night knock at the door from an absent friend brings the question - ""I need you to come with me, but I can't tell you where we're going or what we're going to do."" How far would you go to help those you care about?",5.3,583,"https://m.media-amazon.com/images/M/MV5BMTE0NzcyNjktMWY0MS00OTc3LTliNGYtYWNjNWYyYzJlYTZmXkEyXkFqcGdeQXVyMjQ5ODg2ODg@._V1_UX182_CR0,0,182,268_AL_.jpg","    A late night knock at the door from an absent friend brings the question - ""I need you to come with me, but I can't tell you where we're going or what we're going to do."" How far would you go to help those you care about?",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.ecb76450-7832-d5a1-a31c-0dada9a26a4f?tag=imdbtag_tt_wbr_pvt_aiv-20
1112,tt6544220,The Mandela Effect,The Mandela Effect,2019,"Drama, Sci-Fi, Thriller",80,USA,"English, Spanish",David Guy Levy,"David Guy Levy, Steffen Schlachtenhaufen","A man becomes obsessed with facts and events that have been collectively misremembered by thousands of people. Believing the phenomena to be the symptom of something larger, his obsession eventually leads him to question reality itself.",5.7,1896,"https://m.media-amazon.com/images/M/MV5BNzA5ZjY3MGQtY2QxOC00Zjc1LWIzNWYtMDJlMTdkZDFiZjU5XkEyXkFqcGdeQXVyMTUyMzIxNw@@._V1_UX182_CR0,0,182,268_AL_.jpg","    The Mandela Effect follows a man who becomes obsessed with facts and events that have been collectively misremembered by thousands of people. Believing the phenomena to be the symptom of something much larger, his obsession eventually leads him to question reality itself.",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.20b730ac-2ce5-326d-65c2-7f8ffa2e45d9?tag=imdbtag_tt_wbr_pvs_piv-20
1113,tt7661028,The Manson Family Massacre,The Manson Family Massacre,2019,"Crime, Horror, Thriller",90,"UK, USA",English,Andrew Jones,Andrew Jones,"In this unique take on the infamous Manson murders we follow two generations of chilling real life events which occur at 10050 Cielo Drive, one of America's most notorious addresses.",3.2,245,"https://m.media-amazon.com/images/M/MV5BNmFjNDU5NWQtMWE5NS00ZGRlLWFmMjEtNTY2ZmFmYTI5MmZlXkEyXkFqcGdeQXVyMzE3NjQ5NA@@._V1_UY268_CR4,0,182,268_AL_.jpg","    In this unique take on the infamous Manson murders we follow two generations of chilling real life events which occur at 10050 Cielo Drive, one of America's most notorious addresses. In 1969, we witness the violent exploits of homicidal cult The Manson Family which culminate in the brutal murder of actress Sharon Tate and several of her friends at Cielo Drive. In 1992, rock singer Margot Lavigne moves into the house to record a new album. But life soon becomes a hellish nightmare as supernatural forces haunt Margot and her band mates with sheer, unbridled evil. As Margot learns more about the events of 1969, and begins to understand the true nature of The Manson Family, she realizes she must find a way to lay the ghosts of the past to rest - or become another tragic footnote in the history of The House on Cielo Drive.",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.52b862cd-6b7a-b973-34fc-25ae5c054a03?tag=imdbtag_tt_wbr_pvs_piv-20
1114,tt8408218,The Mercenary,The Mercenary,2019,Action,91,USA,English,Jesse V. Johnson,David Filmore,"Maxx is a legionnaire turned mercenary. When a mission in South America goes wrong Maxx is left for dead, but he is nursed back to health and reborn with a new outlook on life. He tries to ...",5.4,545,"https://m.media-amazon.com/images/M/MV5BM2FiOGE5OTUtYjJjZi00Y2M3LWExM2ItZDk2NTU3ZTE1YWQzXkEyXkFqcGdeQXVyMjEwNjUxOA@@._V1_UY268_CR3,0,182,268_AL_.jpg","    Maxx is a legionnaire turned mercenary. When a mission in South America goes wrong Maxx is left for dead, but he is nursed back to health and reborn with a new outlook on life. He tries to live tranquilly within the confines of his new beliefs surrounded by his new friends at a church. But his peaceful days are short-lived when mercenaries he used to work with cross his path again and he is forced to revisit and face his own demons. His brutal past, war and violence have come looking for him again. His path to redemption is interrupted and Maxx becomes an avenging warrior using the skills that were his trade",NA
1115,tt7781432,The Mortuary Collection,The Mortuary Collection,2019,"Fantasy, Horror",108,USA,English,Ryan Spindell,Ryan Spindell,"On the cusp of retirement, an eccentric mortician recounts several of the strangest stories he's encountered in his long career, but things take a turn for the phantasmagorical when he learns that the final story - is his own.",6.9,212,"https://m.media-amazon.com/images/M/MV5BOTJkNGZkYjEtNDdjMy00NDYxLWE1MDYtNTgyMWNhOWRhZTBkXkEyXkFqcGdeQXVyNDc0MzY5MTk@._V1_UX182_CR0,0,182,268_AL_.jpg",    A creepy old mortician manages a very strange mortuary all alone until a young woman shows interest in working for him. The mortician tells the young apprentice a series of stories about those that have died in the town.,https://www.amazon.com/gp/video/detail/amzn1.dv.gti.70ba7ff2-57d6-a0f8-908a-6da31faf6faf?tag=imdbtag_tt_wbr_pvc_amcplus-20
1116,tt10378798,The Mummy Rebirth,The Mummy Rebirth,2019,"Action, Horror",80,USA,English,"Khu, Justin Price",Justin Price,Two treasure hunters uncover a sealed tomb and awaken a mummy that has waited years to come back and wipe humanity from the face of the Earth. It's a race against time as they try to stop the Mummy from wreaking havoc on the modern world.,3,627,"https://m.media-amazon.com/images/M/MV5BZGFkZTFkZmItMzg1Zi00N2NjLWFkZjYtZWRhMmI2YjEzZDkyXkEyXkFqcGdeQXVyNjI5NzQ1MTI@._V1_UY268_CR4,0,182,268_AL_.jpg",    Two treasure hunters uncover a sealed tomb and awaken a mummy that has waited years to come back and wipe humanity from the face of the Earth. It's a race against time as they try to stop the Mummy from wreaking havoc on the modern world.,https://tubitv.com/
1117,tt8415352,The Murder of Nicole Brown Simpson,The Murder of Nicole Brown Simpson,2019,"Crime, Thriller",82,USA,English,Daniel Farrands,Michael Arter,"Inspired by true events, the film follows OJ Simpson's ex-wife Nicole Brown Simpson in the last days before her tragic death on June 12th 1994, as seen from her point of view.",2.1,877,"https://m.media-amazon.com/images/M/MV5BNWNhODlhOGItZDQ1OC00NjgyLWE0ZjItZjQ3OWUyYmMwYjU1XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY268_CR1,0,182,268_AL_.jpg","    Inspired by true events, the film follows OJ Simpson's ex-wife Nicole Brown Simpson in the last days before her tragic death on June 12th 1994, as seen from her point of view.",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.28b79d24-1a2f-57a6-3e08-ed4acba7c8c7?tag=imdbtag_tt_wbr_pvc_showtimeSub-20
1118,tt6967644,The Nightmare Gallery,The Nightmare Gallery,2019,"Drama, Horror, Thriller",94,USA,English,Gene Blalock,"Jhan Harp, Rob Stith","An anthropology professor's obsession with a paranormal mystery threatens her job, marriage, and sanity as she fights to find a missing student.",3.8,503,"https://m.media-amazon.com/images/M/MV5BOTdjMjU5ZTUtOTE1My00OGFiLTg1NTktZGMxNzdiMmYyOGNhXkEyXkFqcGdeQXVyNzQ1MjA3OA@@._V1_UX182_CR0,0,182,268_AL_.jpg","    The Nightmare Gallery follows Dr. Samantha Rand, an anthropology professor whose life is turned upside-down by the sudden, suspicious disappearance of her star pupil. But when a package of paranormal artifacts arrives on Rand's doorstep three years later, she embarks on a nightmarish journey into mystery that will shake her and her wife to their cores. Through a terrifying, Lynchian lens, the film follows Professor Rand's horrifying loss of self in pursuit of an extra-dimensional truth that could doom the world.",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.2cb51bf3-3c1e-4fae-6225-905b322fdfa0?tag=imdbtag_tt_wbr_pvs_piv-20
1119,tt8910924,The Nomads,The Nomads,2019,"Drama, Sport",97,USA,English,Brandon Eric Kamin,Tara Miele,"Amidst the chaos of massive budget cuts and school closures, a newly appointed teacher introduces men's rugby to an inner-city North Philadelphia high school.",8.2,1149,"https://m.media-amazon.com/images/M/MV5BZmMyYmYzMWQtMzAzYy00MDQ5LTkxMjktNDhmNDcxNDkzNGNjXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","    Amidst the chaos of massive budget cuts and school closures, a newly appointed teacher introduces men's rugby to an inner-city North Philadelphia high school.",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.46b7af81-578f-eb44-351a-678e60aabbfb?tag=imdbtag_tt_wbr_betplus-20
1120,tt8815382,The Obituary of Tunde Johnson,The Obituary of Tunde Johnson,2019,Drama,104,"USA, Mexico",English,Ali LeRoi,Stanley Kalu,"A wealthy, Nigerian-American teen is pulled over by police, shot to death and immediately awakens, reliving the same day over and over, trapped in a terrifying time loop - forced to confront difficult truths about his life and himself.",6.8,114,"https://m.media-amazon.com/images/M/MV5BMDdkODhkYzYtMTFhMy00M2JhLTkyNGEtNzZhZjZkNDI1OWUxXkEyXkFqcGdeQXVyMjQ3MTMzNDU@._V1_UX182_CR0,0,182,268_AL_.jpg","    A wealthy, Nigerian-American teen is pulled over by police, shot to death and immediately awakens, reliving the same day over and over, trapped in a terrifying time loop - forced to confront difficult truths about his life and himself.",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.4abb826b-8fcd-dff3-69ea-2b5cfe922efc?tag=imdbtag_tt_wbr_pvt_aiv-20
1121,tt8000718,The Operative - Sotto copertura,The Operative,2019,"Action, Drama, Thriller",116,"France, Israel, Germany, USA, UK","English, German, Persian, Hebrew, Kurdish, French",Yuval Adler,"Yiftach R. Atir, Yuval Adler",A woman is recruited by the Mossad to work undercover in Tehran.,5.6,3493,"https://m.media-amazon.com/images/M/MV5BYTgxOTc1ZjctZDE5Ny00OTJhLWE4NjAtYzU2NzE0MjAzNGFkXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","    Based on Yiftach R. Atir's book, The English Teacher, Yuval Adler's ""THE OPERATIVE"" is a taut psychological thriller about a young Western woman ""Diane Kruger"" recruited by the Mossad to go undercover in Tehran where she becomes entangled in a complex triangle with her handler ""Martin Freeman"" and her subject ""Cas Anvar"".",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.9eb61bd9-b934-6a2a-3375-dc629131e2cc?tag=imdbtag_tt_wbr_pvc_hbo-20
1122,tt7737734,The Other Lamb,The Other Lamb,2019,"Drama, Horror",96,"Ireland, Belgium, USA",English,Malgorzata Szumowska,C.S. McMullen,A girl born into an all-female cult led by a man in their compound begins to question his teachings and her own reality.,5,2164,"https://m.media-amazon.com/images/M/MV5BMDE3MGIwNDAtN2UxZi00ZGJiLTllZjMtM2UwN2Y0MGQ3YWJlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX182_CR0,0,182,268_AL_.jpg","    Life with Shepherd is the only life Selah has ever known. Their self-sufficient community possesses no modern technology, and is hidden away in the woods, far from modern civilization. He is the group's guardian, teacher, and lover. Each of the many female members of the group is either his wife or daughter. Selah is pure in faith, but also dangerously headstrong. She was raised as a daughter of Shepherd, but it is only a matter of time before she also stands to become a wife. As an encounter with the authorities forces the women and Shepherd to build a new Eden further inland, Selah increasingly doubts her faith, and has strange, bloody visions. The onset of puberty brings with it harsh new rituals, and her first shocking glimpse of what happens to Shepherd's women as they age.",http://www.hulu.com/watch/1000102158?d=Amazon
1123,tt8174450,The Other Side of Heaven 2: Fire of Faith,The Other Side of Heaven 2: Fire of Faith,2019,"Adventure, Biography, Drama",117,USA,English,Mitch Davis,Mitch Davis,"Missionary John H. Groberg returns to Tonga in the 1960s with his wife and their five young daughters. When their sixth child is born with a serious illness, the Grobergs face their ...",5.4,299,"https://m.media-amazon.com/images/M/MV5BMjIyMDJkNzYtOTlhYy00ZGQzLWI0MjctMjA3MGFmZTc0ZmQ5XkEyXkFqcGdeQXVyMTk3NDI2Njc@._V1_UX182_CR0,0,182,268_AL_.jpg","    Missionary John H. Groberg returns to Tonga in the 1960s with his wife and their five young daughters. When their sixth child is born with a serious illness, the Grobergs face their ultimate test of faith, only to find themselves surrounded by the love and prayers of thousands of Tongans. Barriers of inter religious strife are soon broken down as all unite in hopes of a miracle that will save the baby's life, as well as the life of a Tongan minister's son.",https://www.amazon.com/gp/video/detail/amzn1.dv.gti.fcb6ed79-7cb4-885d-de36-11c02374f04a?tag=imdbtag_tt_wbr_pvt_aiv-20
